genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_005405525.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,JCM 12495,GCF_005405525.1,25,2323953,92958.1,243943,130703,77949,236148.102,1410,406515,10.496899033672369,ASM540552v1,137591,,GCF_005405525.1,GCA_005405525.1,yes,SAMD00164450,Northeast Agricultural University,2019-03-29,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,25,0.4514385617953547,2323953,1.0,0.0,1.0,1.0
GCF_007785725.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,GGI4,GCF_007785725.1,2,2571555,1285777.5,2554388,2554388,2554388,2537450.204,17167,2554388,99.3324272667705,ASM778572v1,137591,,GCF_007785725.1,GCA_007785725.1,yes,SAMN12318342,World Institute of Kimchi,2019-07-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,2,0.448252905343265,2571555,2.0,0.0,2.0,2.0
GCF_007785875.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,KLK9,GCF_007785875.1,3,2561573,853857.7,2501255,2501255,2501255,2443273.352,13921,2501255,97.64527499313898,ASM778587v1,137591,,GCF_007785875.1,GCA_007785875.1,yes,SAMN12318350,World Institute of Kimchi,2019-07-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,3,0.4477971152881452,2561573,1.0,0.0,1.0,1.0
GCF_007785685.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,GK1,GCF_007785685.1,3,2543107,847702.3,2499391,2499391,2499391,2456851.473,13944,2499391,98.28100036687408,ASM778568v1,137591,,GCF_007785685.1,GCA_007785685.1,yes,SAMN12318346,World Institute of Kimchi,2019-07-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,3,0.4480916453770919,2543107,1.0,0.0,1.0,1.0
GCF_007785645.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,BC14,GCF_007785645.1,3,2513229,837743.0,2473048,2473048,2473048,2433837.161,17221,2473048,98.40122010369926,ASM778564v1,137591,,GCF_007785645.1,GCA_007785645.1,yes,SAMN12317594,World Institute of Kimchi,2019-07-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,3,0.4491612184962055,2513229,1.0,0.0,1.0,1.0
GCF_007785755.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,GGM13-2,GCF_007785755.1,3,2494749,831583.0,2442893,2442893,2442893,2392719.642,16867,2442893,97.92139409615956,ASM778575v1,137591,,GCF_007785755.1,GCA_007785755.1,yes,SAMN12318349,World Institute of Kimchi,2019-07-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,3,0.4491389714957296,2494749,1.0,0.0,1.0,1.0
GCF_007785585.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,BC10,GCF_007785585.1,5,2510480,502096.0,2430779,2430779,2430779,2354436.014,8549,2430779,96.82526847455466,ASM778558v1,137591,,GCF_007785585.1,GCA_007785585.1,yes,SAMN12316825,World Institute of Kimchi,2019-07-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,5,0.4491260635416335,2510480,2.0,0.0,2.0,2.0
GCF_007785635.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,GGM1,GCF_007785635.1,2,2427225,1213612.5,2405420,2405420,2405420,2384006.771,21805,2405420,99.10164900246166,ASM778563v1,137591,,GCF_007785635.1,GCA_007785635.1,yes,SAMN12318348,World Institute of Kimchi,2019-07-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,2,0.4514521727487151,2427225,1.0,0.0,1.0,1.0
GCF_007785675.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,GK3,GCF_007785675.1,3,2439082,813027.3,2397227,2397227,2397227,2356558.054,9414,2397227,98.28398553226172,ASM778567v1,137591,,GCF_007785675.1,GCA_007785675.1,yes,SAMN12318507,World Institute of Kimchi,2019-07-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,3,0.4504120812666405,2439082,1.0,0.0,1.0,1.0
GCF_021029605.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,LMG 21843,GCF_021029605.1,6,2522263,420377.2,2053299,2053299,282983,1711406.992,5221,2053299,81.40701425664176,ASM2102960v1,137591,,GCF_021029605.1,GCA_021029605.1,yes,SAMN21246291,Chung-Ang university,2021-12-03,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,6,0.4488326554368042,2522263,2.0,1.0,2.0,2.0
GCF_012277025.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,92,GCF_012277025.1,70,2480954,35442.2,674913,254083,244781,496029.345,226,702551,27.203769195237,ASM1227702v1,137591,,GCF_012277025.1,GCA_012277025.1,yes,SAMN14541405,Lund University,2020-04-13,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,70,0.4484940067409553,2480954,1.0,0.0,1.0,1.0
GCF_012277235.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,AV1,GCF_012277235.1,152,2540597,16714.5,700967,378913,83962,620956.83,226,931688,27.59064109734837,ASM1227723v1,137591,,GCF_012277235.1,GCA_012277235.1,yes,SAMN14541407,Lund University,2020-04-13,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,152,0.4490106065621584,2540597,1.0,0.0,1.0,1.0
GCF_009864045.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,10M,GCF_009864045.1,4,2426251,606562.8,2396217,2396217,2396217,2366814.841,1078,2396217,98.76212312740932,ASM986404v1,137591,,GCF_009864045.1,GCA_009864045.1,yes,SAMN13006690,University of Alberta,2020-01-13,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,4,0.4488179499977537,2426251,1.0,0.0,1.0,1.0
GCF_014061105.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,YRK005,GCF_014061105.1,31,2358664,76085.9,243938,102761,66760,217062.405,1199,342552,10.342210675195789,ASM1406110v1,137591,,GCF_014061105.1,GCA_014061105.1,yes,SAMN15636641,Gachon University,2020-08-04,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,31,0.4499996608249416,2358664,1.0,0.0,1.0,1.0
GCF_003469985.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,AM27-22LB,GCF_003469985.1,15,2506353,167090.2,288877,239390,92993,317919.004,2593,559971,11.525790660772843,ASM346998v1,137591,,GCF_003469985.1,GCA_003469985.1,yes,SAMN09736351,BGI,2018-09-06,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,15,0.447650031739344,2506353,1.0,0.0,1.0,1.0
GCF_902364765.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MGYG-HGUT-00248,GCF_902364765.1,15,2506353,167090.2,288877,239390,92993,317919.004,2593,559971,11.525790660772843,MGYG-HGUT-00248,137591,,GCF_902364765.1,GCA_902364765.1,yes,SAMEA5849750,EMG,2019-08-16,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,15,0.447650031739344,2506353,1.0,0.0,1.0,1.0
GCF_003469955.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,AM27-24,GCF_003469955.1,16,2505652,156603.2,284743,236527,93174,375810.75,1103,692205,11.364028205034058,ASM346995v1,137591,,GCF_003469955.1,GCA_003469955.1,yes,SAMN09736352,BGI,2018-09-06,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,16,0.4476567376475264,2505652,1.0,0.0,1.0,1.0
GCF_018993825.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,3.8.44,GCF_018993825.1,27,2425944,89849.8,225548,181137,78482,282591.726,341,592563,9.29732920463127,ASM1899382v1,137591,,GCF_018993825.1,GCA_018993825.1,yes,SAMN18995118,USDA-ARS,2021-06-23,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,27,0.4506938329986182,2425944,1.0,0.0,1.0,1.0
GCF_020540595.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.123,GCF_020540595.1,34,2466493,72543.9,224186,123949,58350,265861.485,310,614753,9.08926155476622,ASM2054059v1,137591,,GCF_020540595.1,GCA_020540595.1,yes,SAMN22165121,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,34,0.4490302628063408,2466493,1.0,1.0,1.0,1.0
GCF_020540635.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.120,GCF_020540635.1,34,2465391,72511.5,224186,99746,58445,263588.822,310,614699,9.093324344901072,ASM2054063v1,137591,,GCF_020540635.1,GCA_020540635.1,yes,SAMN22165119,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,34,0.4489725970444445,2465391,1.0,1.0,1.0,1.0
GCF_020709095.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.132,GCF_020709095.1,30,2466044,82201.5,224085,124791,58443,265642.609,418,614753,9.086820835313564,ASM2070909v1,137591,,GCF_020709095.1,GCA_020709095.1,yes,SAMN22165124,University of Chicago,2021-11-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,30,0.4489672528146294,2466044,1.0,1.0,1.0,1.0
GCF_020844635.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,FUA3585,GCF_020844635.1,28,2427357,86691.3,238452,175651,45050,282962.431,603,532843,9.823524104612549,ASM2084463v1,137591,,GCF_020844635.1,GCA_020844635.1,yes,SAMN21224010,University of Alberta,2021-11-12,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,28,0.4484927433418323,2427357,1.0,1.0,1.0,1.0
GCF_020183895.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,D-H/1MSE W25,GCF_020183895.1,41,2412435,58839.9,202649,92286,70321,183374.824,501,331445,8.40018487544742,ASM2018389v1,137591,,GCF_020183895.1,GCA_020183895.1,yes,SAMN18230337,Federal University of Vicosa,2021-09-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,41,0.4503499576154383,2412435,2.0,0.0,2.0,2.0
GCF_018991795.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,7.8.34,GCF_018991795.1,34,2443125,71856.6,198098,96065,57954,256538.324,309,566407,8.108385776413405,ASM1899179v1,137591,,GCF_018991795.1,GCA_018991795.1,yes,SAMN18995143,USDA-ARS,2021-06-23,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,34,0.4477990278843694,2443125,1.0,1.0,1.0,1.0
GCF_020089765.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,KCKM 0342,GCF_020089765.1,22,2473331,112424.1,176531,99763,77339,328483.895,5222,736912,7.137378701031119,ASM2008976v1,137591,,GCF_020089765.1,GCA_020089765.1,yes,SAMN21246344,Chung-Ang university,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,22,0.4486164609589254,2473331,1.0,0.0,1.0,1.0
GCF_015552515.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,1001283B150209_150212_A5,GCF_015552515.1,26,2486472,95633.5,175787,114826,74554,273173.071,1486,638248,7.069735754112655,ASM1555251v1,137591,,GCF_015552515.1,GCA_015552515.1,yes,SAMN15634173,Icahn School of Medicine at Mount Sinai,2020-11-17,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,26,0.449149638523981,2486472,1.0,0.0,1.0,1.0
GCF_002115575.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,DmW_103,GCF_002115575.1,34,2465612,72518.0,160435,120726,75938,208422.655,534,435182,6.506903762635808,ASM211557v1,137591,,GCF_002115575.1,GCA_002115575.1,yes,SAMN06759976,Brigham Young University,2017-04-28,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,34,0.4500347175467997,2465612,1.0,0.0,1.0,1.0
GCF_015559665.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,1001287H_170206_A9,GCF_015559665.1,37,2485729,67181.9,140152,77471,42263,151295.633,1496,262483,5.638265474635409,ASM1555966v1,137591,,GCF_015559665.1,GCA_015559665.1,yes,SAMN15533031,Icahn School of Medicine at Mount Sinai,2020-11-17,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,37,0.4470680432179051,2485729,1.0,0.0,1.0,1.0
GCF_015558475.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,D6t1_180914_E9,GCF_015558475.1,37,2426514,65581.5,149417,127783,35853,148853.103,1046,243796,6.157681348634296,ASM1555847v1,137591,,GCF_015558475.1,GCA_015558475.1,yes,SAMN15532602,Icahn School of Medicine at Mount Sinai,2020-11-17,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,37,0.4500134761225363,2426514,1.0,0.0,1.0,1.0
GCF_002614625.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,110,GCF_002614625.1,18,2347049,130391.6,248051,186783,78189,315098.11,1402,599235,10.568633207061293,ASM261462v1,137591,,GCF_002614625.1,GCA_002614625.1,yes,SAMN04441479,"Institute of Biomedical Informatics, National Yang Ming University",2017-10-19,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,18,0.448169595095799,2347049,2.0,0.0,2.0,2.0
GCF_011009635.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,A23,GCF_011009635.1,62,2455642,39607.1,134747,79006,33872,164843.245,217,304249,5.487241218386068,ASM1100963v1,137591,,GCF_011009635.1,GCA_011009635.1,yes,SAMN10822535,University of Surrey,2020-02-25,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,62,0.450287949139166,2455642,1.0,0.0,1.0,1.0
GCF_020540505.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.138,GCF_020540505.1,36,2466583,68516.2,129803,99937,58352,252728.732,310,614755,5.262462280815201,ASM2054050v1,137591,,GCF_020540505.1,GCA_020540505.1,yes,SAMN22165125,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,36,0.449019960001346,2466583,1.0,1.0,1.0,1.0
GCF_020540475.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.139,GCF_020540475.1,42,2466679,58730.5,129801,99746,58350,251238.392,308,614699,5.262176391820744,ASM2054047v1,137591,,GCF_020540475.1,GCA_020540475.1,yes,SAMN22165126,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,42,0.4490292413402797,2466679,1.0,1.0,1.0,1.0
GCF_008691985.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,cf-23,GCF_008691985.1,48,2353948,49040.6,129763,88025,40764,149297.192,200,276718,5.512568671865309,ASM869198v1,137591,,GCF_008691985.1,GCA_008691985.1,yes,SAMN09531641,Jahangirnagar University,2019-09-24,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,48,0.45192077310119,2353948,1.0,0.0,1.0,1.0
GCF_008691995.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,CT-37,GCF_008691995.1,42,2376380,56580.5,129763,88025,55662,152531.349,253,276718,5.460532406433314,ASM869199v1,137591,,GCF_008691995.1,GCA_008691995.1,yes,SAMN09531783,Jahangirnagar University,2019-09-24,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,42,0.4518890076502916,2376380,1.0,0.0,1.0,1.0
GCF_020540525.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.130,GCF_020540525.1,38,2431706,63992.3,129696,93604,53900,244541.787,310,595904,5.33353949860715,ASM2054052v1,137591,,GCF_020540525.1,GCA_020540525.1,yes,SAMN22165123,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,38,0.45016543940756,2431706,1.0,1.0,1.0,1.0
GCF_020540565.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.122,GCF_020540565.1,39,2465698,63223.0,129696,99745,53900,242645.0,310,595903,5.260011566704439,ASM2054056v1,137591,,GCF_020540565.1,GCA_020540565.1,yes,SAMN22165120,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,39,0.4489969980102997,2465698,1.0,1.0,1.0,1.0
GCF_020540585.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.127,GCF_020540585.1,40,2466417,61660.4,129696,99828,53900,242610.619,309,595904,5.2584781892113135,ASM2054058v1,137591,,GCF_020540585.1,GCA_020540585.1,yes,SAMN22165122,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,40,0.4490574789259075,2466417,1.0,1.0,1.0,1.0
GCF_020540625.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.119,GCF_020540625.1,47,2473856,52635.2,129696,99746,53900,241413.131,310,595848,5.242665700833031,ASM2054062v1,137591,,GCF_020540625.1,GCA_020540625.1,yes,SAMN22165118,University of Chicago,2021-10-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,47,0.4497072586278263,2473856,1.0,1.0,1.0,1.0
GCF_020553615.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MSK.22.134,GCF_020553615.1,39,2465812,63225.9,129696,99746,53900,242644.967,310,595904,5.259768384613263,ASM2055361v1,137591,,GCF_020553615.1,GCA_020553615.1,yes,SAMN22165194,University of Chicago,2021-10-25,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,39,0.4489940838960959,2465812,1.0,1.0,1.0,1.0
GCF_000878205.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,MG1,GCF_000878205.1,44,2436232,55368.9,192505,65106,24310,183319.907,1113,414933,7.901751557322948,ASM87820v1,137591,,GCF_000878205.1,GCA_000878205.1,yes,SAMN03223844,CIT / UCC,2015-02-19,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,44,0.4464800560866124,2436232,1.0,0.0,1.0,1.0
GCF_001614295.1,custom,Weissella cibaria (firmicutes),Weissella,cibaria,FBL5,GCF_001614295.1,39,2319355,59470.6,90005,48499,24291,101543.402,11564,224787,3.880604737092856,ASM161429v1,137591,,GCF_001614295.1,GCA_001614295.1,yes,SAMN04589928,Kyunghee University,2016-04-08,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,,Weissella,39,0.4491998853129426,2319355,1.0,0.0,1.0,1.0
