genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_030176515.1,PRJNA842433,ASM3017651v1,Contig,na,SAMN35023413,2023-06-05,GCA_030176515.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176515.1,,yes,major,accolens,KPL3802,Baylor College of Medicine,38284,ncbi
GCF_030175915.1,PRJNA842433,ASM3017591v1,Contig,na,SAMN35023429,2023-06-05,GCA_030175915.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030175915.1,,yes,major,accolens,KPL4065,Baylor College of Medicine,38284,ncbi
GCF_030229625.1,PRJNA804245,ASM3022962v1,Scaffold,na,SAMN35346729,2023-06-07,GCA_030229625.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030229625.1,,yes,major,accolens,MSK099,Duke University,38284,ncbi
GCF_030176015.1,PRJNA842433,ASM3017601v1,Contig,na,SAMN35023388,2023-06-05,GCA_030176015.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176015.1,,yes,major,accolens,KPL2660,Baylor College of Medicine,38284,ncbi
GCF_030175955.1,PRJNA842433,ASM3017595v1,Contig,na,SAMN35023406,2023-06-05,GCA_030175955.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030175955.1,,yes,major,accolens,KPL3674,Baylor College of Medicine,38284,ncbi
GCF_030176335.1,PRJNA842433,ASM3017633v1,Contig,na,SAMN35023419,2023-06-05,GCA_030176335.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176335.1,,yes,major,accolens,KPL3926,Baylor College of Medicine,38284,ncbi
GCF_030176375.1,PRJNA842433,ASM3017637v1,Contig,na,SAMN35023418,2023-06-05,GCA_030176375.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176375.1,,yes,major,accolens,KPL3921,Baylor College of Medicine,38284,ncbi
GCF_030176905.1,PRJNA842433,ASM3017690v1,Contig,na,SAMN35023385,2023-06-05,GCA_030176905.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176905.1,,yes,major,accolens,KPL2652,Baylor College of Medicine,38284,ncbi
GCF_030176885.1,PRJNA842433,ASM3017688v1,Contig,na,SAMN35023381,2023-06-05,GCA_030176885.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176885.1,,yes,major,accolens,KPL2618,Baylor College of Medicine,38284,ncbi
GCF_025144305.1,PRJNA803478,ASM2514430v1,Contig,na,SAMN25653517,2022-09-12,GCA_025144305.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_025144305.1,,yes,major,accolens,p3-SID1129,University of Wisconsin - Madison,38284,ncbi
GCF_030176755.1,PRJNA842433,ASM3017675v1,Contig,na,SAMN35023380,2023-06-05,GCA_030176755.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176755.1,,yes,major,accolens,KPL2617,Baylor College of Medicine,38284,ncbi
GCF_030229605.1,PRJNA804245,ASM3022960v1,Scaffold,na,SAMN35346740,2023-06-07,GCA_030229605.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030229605.1,,yes,major,accolens,MSK125,Duke University,38284,ncbi
GCF_030228965.1,PRJNA804245,ASM3022896v1,Contig,na,SAMN35346722,2023-06-07,GCA_030228965.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030228965.1,,yes,major,accolens,MSK091,Duke University,38284,ncbi
GCF_030229685.1,PRJNA804245,ASM3022968v1,Scaffold,na,SAMN35346733,2023-06-07,GCA_030229685.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030229685.1,,yes,major,accolens,MSK109,Duke University,38284,ncbi
GCF_030232755.1,PRJNA804245,ASM3023275v1,Scaffold,na,SAMN35346726,2023-06-07,GCA_030232755.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030232755.1,,yes,major,accolens,MSK096,Duke University,38284,ncbi
GCF_030176555.1,PRJNA842433,ASM3017655v1,Contig,na,SAMN35023412,2023-06-05,GCA_030176555.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176555.1,,yes,major,accolens,KPL3774,Baylor College of Medicine,38284,ncbi
GCF_030176175.1,PRJNA842433,ASM3017617v1,Contig,na,SAMN35023400,2023-06-05,GCA_030176175.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176175.1,,yes,major,accolens,KPL2859,Baylor College of Medicine,38284,ncbi
GCF_030176875.1,PRJNA842433,ASM3017687v1,Contig,na,SAMN35023384,2023-06-05,GCA_030176875.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176875.1,,yes,major,accolens,KPL2641,Baylor College of Medicine,38284,ncbi
GCF_030176785.1,PRJNA842433,ASM3017678v1,Contig,na,SAMN35023393,2023-06-05,GCA_030176785.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176785.1,,yes,major,accolens,KPL2783,Baylor College of Medicine,38284,ncbi
GCF_022014555.1,PRJNA745058,ASM2201455v1,Contig,na,SAMN20132588,2022-02-05,GCA_022014555.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_022014555.1,,yes,major,accolens,C787,University of Adelaide,38284,ncbi
GCF_030176575.1,PRJNA842433,ASM3017657v1,Contig,na,SAMN35023415,2023-06-05,GCA_030176575.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176575.1,,yes,major,accolens,KPL3832,Baylor College of Medicine,38284,ncbi
GCF_030228865.1,PRJNA804245,ASM3022886v1,Scaffold,na,SAMN35346714,2023-06-07,GCA_030228865.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030228865.1,,yes,major,accolens,MSK079,Duke University,38284,ncbi
GCF_030176455.1,PRJNA842433,ASM3017645v1,Contig,na,SAMN35023423,2023-06-05,GCA_030176455.1,full,Corynebacterium,Corynebacterium accolens (high G+C Gram-positive bacteria),GCF_030176455.1,,yes,major,accolens,KPL3970,Baylor College of Medicine,38284,ncbi
GCF_000477975.1,PRJNA170359,Cory_sp_KPL1986_V1,Scaffold,na,SAMN02596999,2013-10-21,GCA_000477975.1,full,Corynebacterium,Corynebacterium sp. KPL1986 (high G+C Gram-positive bacteria),GCF_000477975.1,,yes,major,sp.,KPL1986,Broad Institute,1203619,ncbi
GCF_000477915.1,PRJNA170365,Cory_sp_KPL1996_V1,Scaffold,na,SAMN02596996,2013-10-21,GCA_000477915.1,full,Corynebacterium,Corynebacterium sp. KPL1996 (high G+C Gram-positive bacteria),GCF_000477915.1,,yes,major,sp.,KPL1996,Broad Institute,1203625,ncbi
GCF_000478135.1,PRJNA169439,Cory_sp_KPL1818_V1,Scaffold,na,SAMN02597007,2013-10-21,GCA_000478135.1,full,Corynebacterium,Corynebacterium sp. KPL1818 (high G+C Gram-positive bacteria),GCF_000478135.1,,yes,major,sp.,KPL1818,Broad Institute,1203559,ncbi
GCF_000477895.1,PRJNA170367,Cory_sp_KPL1998_V1,Scaffold,na,SAMN02596995,2013-10-21,GCA_000477895.1,full,Corynebacterium,Corynebacterium sp. KPL1998 (high G+C Gram-positive bacteria),GCF_000477895.1,,yes,major,sp.,KPL1998,Broad Institute,1203627,ncbi
GCF_000478095.1,PRJNA169441,Cory_sp_KPL1824_V1,Scaffold,na,SAMN02597005,2013-10-21,GCA_000478095.1,full,Corynebacterium,Corynebacterium sp. KPL1824 (high G+C Gram-positive bacteria),GCF_000478095.1,,yes,major,sp.,KPL1824,Broad Institute,1203561,ncbi
GCF_000477875.1,PRJNA170372,Cory_sp_KPL2004_V1,Scaffold,na,SAMN02596994,2013-10-21,GCA_000477875.1,full,Corynebacterium,Corynebacterium sp. KPL2004 (high G+C Gram-positive bacteria),GCF_000477875.1,,yes,major,sp.,KPL2004,Broad Institute,1203632,ncbi
