genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_017795605.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,LDTM7511,GCF_017795605.1,1,3007472,3007472.0,3007472,3007472,3007472,3007472.0,3007472,3007472,100.0,ASM1779560v1,47715,,GCF_017795605.1,GCF_017795605.1,yes,SAMN14558312,Seoul National University,2021-04-06,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.4669044300329313,3007472,2.0,0.0,2.0,2.0
GCF_008831425.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,BIO6870,GCF_008831425.1,1,3006715,3006715.0,3006715,3006715,3006715,3006715.0,3006715,3006715,100.0,ASM883142v1,47715,,GCF_008831425.1,GCF_008831425.1,yes,SAMN12856534,Bioprox,2019-10-07,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.466943491484893,3006715,2.0,0.0,2.0,2.0
GCF_018228745.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,X253,GCF_018228745.1,1,2991149,2991149.0,2991149,2991149,2991149,2991149.0,2991149,2991149,100.0,ASM1822874v1,47715,,GCF_018228745.1,GCF_018228745.1,yes,SAMN18868053,"Shijiazhuang Junlebao Dairy Co., Ltd.",2021-05-03,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.46764537640886494,2991149,2.0,0.0,2.0,2.0
GCF_900636875.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,NCTC13710,GCF_900636875.1,1,2991048,2991048.0,2991048,2991048,2991048,2991048.0,2991048,2991048,100.0,44927_D01,47715,,GCF_900636875.1,GCF_900636875.1,yes,SAMEA3881060,SC,2018-12-20,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.46764344804897817,2991048,2.0,0.0,2.0,2.0
GCF_019967935.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,CAU 1365,GCF_019967935.1,1,2991039,2991039.0,2991039,2991039,2991039,2991039.0,2991039,2991039,100.0,ASM1996793v1,47715,,GCF_019967935.1,GCF_019967935.1,yes,SAMN20968817,Chung-Ang University,2021-09-14,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.46767728538477765,2991039,2.0,0.0,2.0,2.0
GCF_003433395.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,ATCC 11443,GCF_003433395.1,1,2990082,2990082.0,2990082,2990082,2990082,2990082.0,2990082,2990082,100.0,ASM343339v1,47715,,GCF_003433395.1,GCF_003433395.1,yes,SAMN07235705,"Guangxi Academy of Sciences, China",2018-02-28,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.46765071994681084,2990082,2.0,0.0,2.0,2.0
GCF_002960215.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,SCT-10-10-60,GCF_002960215.1,1,2990071,2990071.0,2990071,2990071,2990071,2990071.0,2990071,2990071,100.0,ASM296021v1,47715,,GCF_002960215.1,GCF_002960215.1,yes,SAMN06233708,"Guangxi Academy of Sciences, China",2018-02-28,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.4676477581970462,2990071,2.0,0.0,2.0,2.0
GCF_009720565.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,BIO5326,GCF_009720565.1,1,2989570,2989570.0,2989570,2989570,2989570,2989570.0,2989570,2989570,100.0,ASM972056v1,47715,,GCF_009720565.1,GCF_009720565.1,yes,SAMN13344000,Bioprox,2019-11-30,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.46764350726024145,2989570,2.0,0.0,2.0,2.0
GCF_002286235.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,LR5,GCF_002286235.1,1,2972590,2972590.0,2972590,2972590,2972590,2972590.0,2972590,2972590,100.0,ASM228623v1,47715,,GCF_002286235.1,GCF_002286235.1,yes,SAMN05631078,Korea Food Research Institute,2017-09-05,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.4670173148668333,2972590,2.0,0.0,2.0,2.0
GCF_020826335.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,PMC203,GCF_020826335.1,2,2993122,1496561.0,2945765,2945765,2945765,2899906.559,47357,2945765,98.41780588963633,ASM2082633v1,47715,,GCF_020826335.1,GCF_020826335.1,yes,SAMN22826457,Probiotics Microbiome Convergence Center,2021-11-10,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,2,0.46693686391667294,2993122,2.0,0.0,2.0,2.0
GCF_006151905.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,1.0320,GCF_006151905.1,1,2941522,2941522.0,2941522,2941522,2941522,2941522.0,2941522,2941522,100.0,ASM615190v1,47715,,GCF_006151905.1,GCF_006151905.1,yes,SAMN11896630,Northeast Agricultural University,2019-06-09,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.46745188375269675,2941522,2.0,0.0,2.0,2.0
GCF_018141205.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,CE1,GCF_018141205.1,1,2935174,2935174.0,2935174,2935174,2935174,2935174.0,2935174,2935174,100.0,ASM1814120v1,47715,,GCF_018141205.1,GCF_018141205.1,yes,SAMN18687446,Howard University,2021-04-27,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.4679429567037593,2935174,2.0,0.0,2.0,2.0
GCF_018286375.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,AS,GCF_018286375.1,1,2935123,2935123.0,2935123,2935123,2935123,2935123.0,2935123,2935123,100.0,ASM1828637v1,47715,,GCF_018286375.1,GCF_018286375.1,yes,SAMN18869154,Howard University,2021-05-06,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.46794086653268024,2935123,2.0,0.0,2.0,2.0
GCF_016599675.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,B6,GCF_016599675.1,1,2924491,2924491.0,2924491,2924491,2924491,2924491.0,2924491,2924491,100.0,ASM1659967v2,47715,,GCF_016599675.1,GCF_016599675.2,yes,SAMN17141195,"Technology Center of Bright Dairy & Food Co., Ltd, China",2021-01-11,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.4676670230819654,2924491,1.0,0.0,1.0,1.0
GCF_013167115.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,LV108,GCF_013167115.1,1,2923663,2923663.0,2923663,2923663,2923663,2923663.0,2923663,2923663,100.0,ASM1316711v1,47715,,GCF_013167115.1,GCF_013167115.1,yes,SAMN14943671,"Uni-enterprise (China) Holding, Ltd.",2020-05-26,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.4676346076822123,2923663,1.0,0.0,1.0,1.0
GCF_002076955.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,Pen,GCF_002076955.1,1,2884966,2884966.0,2884966,2884966,2884966,2884966.0,2884966,2884966,100.0,ASM207695v1,47715,,GCF_002076955.1,GCF_002076955.1,yes,SAMN06196449,Genomed SA,2017-04-03,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.4677784764187862,2884966,1.0,0.0,1.0,1.0
GCF_009429065.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,IDCC 3201,GCF_009429065.1,1,3064363,3064363.0,3064363,3064363,3064363,3064363.0,3064363,3064363,100.0,ASM942906v1,47715,,GCF_009429065.1,GCF_009429065.1,yes,SAMN13091356,"Research Laboratories, Ildong Pharmaceutical",2019-10-31,na,major,Chromosome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.4669133519755982,3064363,2.0,0.0,2.0,2.0
GCF_001590655.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,ASCC 290,GCF_001590655.1,1,2903890,2903890.0,2903890,2903890,2903890,2903890.0,2903890,2903890,100.0,ASM159065v1,47715,,GCF_001590655.1,GCF_001590655.1,yes,SAMN04530063,The University of Hong Kong,2016-03-14,na,major,Chromosome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.46686789100138093,2903890,2.0,0.0,2.0,2.0
GCF_002025085.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,WQ2,GCF_002025085.1,1,2960737,2960737.0,2960737,2960737,2960737,2960737.0,2960737,2960737,100.0,ASM202508v1,47715,,GCF_002025085.1,GCF_002025085.1,yes,SAMN06479972,The University of Hong Kong,2017-03-13,na,major,Chromosome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,1,0.45871484025767906,2960737,2.0,0.0,2.0,2.0
GCF_002849515.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,NRRL B-442,GCF_002849515.1,111,2974909,26801.0,141613,89056,46154,171131.534,226,364043,4.76024644787454,ASM284951v1,47715,,GCF_002849515.1,GCF_002849515.1,yes,SAMN08239957,University of Connecticut,2018-01-02,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,111,0.46717193702395604,2974909,3.0,1.0,3.0,3.0
GCF_003061565.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,DS17_11,GCF_003061565.1,22,2950311,134105.0,722638,203525,191259,637012.622,273,1026169,24.493621180953465,ASM306156v1,47715,,GCF_003061565.1,GCF_003061565.1,yes,SAMN06464110,USFDA,2018-04-14,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,22,0.46610272611938197,2950311,2.0,0.0,2.0,2.0
GCF_003061605.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,DS22_11,GCF_003061605.1,23,2950593,128286.7,564017,202986,158870,576336.534,273,1026169,19.115377824050963,ASM306160v1,47715,,GCF_003061605.1,GCF_003061605.1,yes,SAMN06464112,USFDA,2018-04-14,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,23,0.46611104954156674,2950593,2.0,0.0,2.0,2.0
GCF_001005625.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,CNCM-I-3698,GCF_001005625.1,71,2966480,41781.4,450445,141488,51144,331815.904,205,588029,15.18449475472614,ASM100562v1,47715,,GCF_001005625.1,GCF_001005625.1,yes,SAMN03465328,university of caen lower normandy,2015-05-08,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,71,0.4668887031094091,2966480,2.0,0.0,2.0,2.0
GCF_015549085.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,1001311H_170123_H11,GCF_015549085.1,10,2924061,292406.1,708635,394502,203294,635549.459,5059,985507,24.234617540468548,ASM1554908v1,47715,,GCF_015549085.1,GCF_015549085.1,yes,SAMN15532621,Icahn School of Medicine at Mount Sinai,2020-11-17,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,10,0.4669105740270124,2924061,2.0,1.0,2.0,2.0
GCF_013425725.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,AMC0712,GCF_013425725.1,27,2924519,108315.5,391359,121723,78414,330412.097,536,574158,13.381995466604936,ASM1342572v1,47715,,GCF_013425725.1,GCF_013425725.1,yes,SAMN15514048,UNC-Chapel Hill,2020-07-19,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,27,0.4667998395633607,2924519,2.0,0.0,2.0,2.0
GCF_002762445.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,GR-1,GCF_002762445.1,18,2923637,162424.3,390227,247123,173596,457805.961,536,853673,13.347313637089693,ASM276244v1,47715,,GCF_002762445.1,GCF_002762445.1,yes,SAMN07981099,Agharkar Research Institute,2017-11-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,18,0.46650661487729156,2923637,2.0,0.0,2.0,2.0
GCF_013425775.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,AMC0706,GCF_013425775.1,27,2923917,108293.2,357037,121716,77284,343760.827,584,707669,12.210914331699566,ASM1342577v1,47715,,GCF_013425775.1,GCF_013425775.1,yes,SAMN15514047,UNC-Chapel Hill,2020-07-19,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,27,0.4668289147742566,2923917,2.0,0.0,2.0,2.0
GCF_004798455.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,UBLR-58,GCF_004798455.1,3,2948044,982681.3,2947598,2947598,2947598,2947152.101,206,2947598,99.98487132485133,ASM479845v1,47715,,GCF_004798455.1,GCF_004798455.1,yes,SAMN11370921,Unique Biotech Limited,2019-04-16,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,3,0.4665262797977235,2948044,2.0,0.0,2.0,2.0
GCF_002406705.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,B1,GCF_002406705.1,27,2908459,107720.7,307935,180039,89297,308504.281,600,551089,10.587565442731012,ASM240670v1,47715,,GCF_002406705.1,GCF_002406705.1,yes,SAMN07665580,McGill University,2017-10-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,27,0.4677439152485904,2908459,1.0,0.0,1.0,1.0
GCF_009742715.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,LR_AVK,GCF_009742715.1,35,2999743,85706.9,304394,138782,50859,263814.942,1364,511112,10.147335955113489,ASM974271v1,47715,,GCF_009742715.1,GCF_009742715.1,yes,SAMN13198146,"Kingston University London, United Kingdom",2019-12-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,35,0.4662839449912876,2999743,2.0,0.0,2.0,2.0
GCF_009679395.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,BIOML-A3,GCF_009679395.1,83,3148263,37930.9,304352,143125,39405,459092.258,1015,832656,9.6672990788889,ASM967939v1,47715,,GCF_009679395.1,GCF_009679395.1,yes,SAMN11946120,Massachusetts Institute of Technology,2019-11-20,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,83,0.46233589760448857,3148263,2.0,0.0,2.0,2.0
GCF_003061665.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,DS12_11,GCF_003061665.1,39,2894311,74213.1,261702,115003,49791,232196.654,217,434229,9.041944697719078,ASM306166v1,47715,,GCF_003061665.1,GCF_003061665.1,yes,SAMN05864076,USFDA,2018-04-14,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,39,0.46727321286482343,2894311,1.0,1.0,1.0,1.0
GCF_009679335.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,BIOML-A4,GCF_009679335.1,72,3436367,47727.3,259158,104808,22803,322135.755,1131,708331,7.541627538618547,ASM967933v1,47715,,GCF_009679335.1,GCF_009679335.1,yes,SAMN11946121,Massachusetts Institute of Technology,2019-11-20,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,72,0.46947663040647286,3436367,4.0,1.0,4.0,4.0
GCF_005864245.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,FAM 20558,GCF_005864245.1,49,3040665,62054.4,250015,96631,47197,222919.168,210,407633,8.222378986175721,ASM586424v1,47715,,GCF_005864245.1,GCF_005864245.1,yes,SAMN11653945,Agroscope,2019-05-23,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,49,0.46613980823273854,3040665,3.0,0.0,3.0,3.0
GCF_003052925.1,custom,Lacticaseibacillus rhamnosus (firmicutes),Lacticaseibacillus,rhamnosus,DS18_11,GCF_003052925.1,47,2897248,61643.6,228368,107431,38602,222862.723,203,434229,7.882238593313379,ASM305292v1,47715,,GCF_003052925.1,GCF_003052925.1,yes,SAMN06464111,USFDA,2018-04-17,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,,Lacticaseibacillus,47,0.4673790438374623,2897248,1.0,1.0,1.0,1.0
