genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_003610975.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,LH99,GCF_003610975.1,1,2082741,2082741.0,2082741,2082741,2082741,2082741.0,2082741,2082741,100.0,ASM361097v1,1587,,GCF_003610975.1,GCA_003610975.1,yes,SAMN05751674,Chinese National Human Genome Center at Shanghai,2018-10-03,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,1,0.3709198599345766,2082741,0.0,0.0,0.0,0.0
GCF_001702095.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,D76,GCF_001702095.1,1,2058319,2058319.0,2058319,2058319,2058319,2058319.0,2058319,2058319,100.0,ASM170209v1,1587,,GCF_001702095.1,GCA_001702095.1,yes,SAMN05417796,State Research Institute of Highly Pure Biopreparations,2016-08-10,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,1,0.370354157931788,2058319,0.0,0.0,0.0,0.0
GCF_902386585.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,MGYG-HGUT-02384,GCF_902386585.1,1,2058319,2058319.0,2058319,2058319,2058319,2058319.0,2058319,2058319,100.0,UHGG_MGYG-HGUT-02384,1587,,GCF_902386585.1,GCA_902386585.1,yes,SAMEA5851888,EMG,2019-08-10,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,1,0.370354157931788,2058319,0.0,0.0,0.0,0.0
GCF_001746265.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,D75,GCF_001746265.1,1,2053066,2053066.0,2053066,2053066,2053066,2053066.0,2053066,2053066,100.0,ASM174626v2,1587,,GCF_001746265.1,GCA_001746265.2,yes,SAMN05417795,State Research Institute of Highly Pure Biopreparations,2017-03-13,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,1,0.3702803514353655,2053066,0.0,0.0,0.0,0.0
GCF_002849915.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,FAM8627,GCF_002849915.1,2,2049030,1024515.0,2035631,2035631,2035631,2022407.237,13399,2035631,99.34608082848958,ASM284991v1,1587,,GCF_002849915.1,GCA_002849915.1,yes,SAMN04892856,Agroscope,2018-01-03,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,2,0.3694523750262319,2049030,0.0,0.0,0.0,0.0
GCF_019443925.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,LH2020,GCF_019443925.1,1,2001672,2001672.0,2001672,2001672,2001672,2001672.0,2001672,2001672,100.0,ASM1944392v1,1587,,GCF_019443925.1,GCA_019443925.1,yes,SAMN14650907,Shanghai Academy of Agricultural Sciences,2021-08-03,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,1,0.3696799475638366,2001672,0.0,0.0,0.0,0.0
GCF_019455965.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,TMW 1610,GCF_019455965.1,35,1777772,50793.5,182790,109609,28457,182075.71,1020,397066,10.28197091640548,ASM1945596v1,1587,,GCF_019455965.1,GCA_019455965.1,yes,SAMN11049618,Technical University of Munich,2021-08-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,35,0.3637125570658104,1777772,1.0,0.0,1.0,1.0
GCF_019455975.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,TMW 12286,GCF_019455975.1,25,1737752,69510.1,178837,72995,40296,151094.628,1066,257164,10.291284371993244,ASM1945597v1,1587,,GCF_019455975.1,GCA_019455975.1,yes,SAMN11049617,Technical University of Munich,2021-08-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,25,0.3660505066315562,1737752,1.0,0.0,1.0,1.0
GCF_019456025.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,TMW 12281,GCF_019456025.1,24,1732996,72208.2,178837,101875,50103,183361.36,1102,349318,10.319527569596238,ASM1945602v1,1587,,GCF_019456025.1,GCA_019456025.1,yes,SAMN11049614,Technical University of Munich,2021-08-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,24,0.3662155019399929,1732996,1.0,0.0,1.0,1.0
GCF_019456065.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,TMW 12282,GCF_019456065.1,26,1738372,66860.5,178837,62010,34616,167491.074,1387,309737,10.28761392843419,ASM1945606v1,1587,,GCF_019456065.1,GCA_019456065.1,yes,SAMN11049615,Technical University of Munich,2021-08-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,26,0.3660654911606952,1738372,1.0,0.0,1.0,1.0
GCF_019456005.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,TMW 12285,GCF_019456005.1,29,1739348,59977.5,135629,62010,34795,139734.588,1133,236466,7.797692008729708,ASM1945600v1,1587,,GCF_019456005.1,GCA_019456005.1,yes,SAMN11049616,Technical University of Munich,2021-08-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,29,0.3660975261994724,1739348,1.0,0.0,1.0,1.0
GCF_019455835.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,LBGT 196,GCF_019455835.1,48,1821868,37955.6,86180,43552,19670,84098.09,1400,162561,4.730309769972358,ASM1945583v1,1587,,GCF_019455835.1,GCA_019455835.1,yes,SAMN11049625,Technical University of Munich,2021-08-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,48,0.3648661703262805,1821868,0.0,0.0,0.0,0.0
GCF_019455865.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,TMW 12315,GCF_019455865.1,45,1824393,40542.1,76037,45788,25740,95103.785,1038,233211,4.167797179664689,ASM1945586v1,1587,,GCF_019455865.1,GCA_019455865.1,yes,SAMN11049622,Technical University of Munich,2021-08-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,45,0.3656120145166091,1824393,1.0,0.0,1.0,1.0
GCF_019455825.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,LBGT 162,GCF_019455825.1,60,1834973,30582.9,68755,28667,15725,66115.552,1036,133351,3.7469216168303294,ASM1945582v1,1587,,GCF_019455825.1,GCA_019455825.1,yes,SAMN11049624,Technical University of Munich,2021-08-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,60,0.3651770353024268,1834973,0.0,0.0,0.0,0.0
GCF_001895375.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,AJT,GCF_001895375.1,93,2023932,21762.7,50664,22468,12457,59992.583,254,140349,2.503246156491424,ASM189537v1,1587,,GCF_001895375.1,GCA_001895375.1,yes,SAMN05465219,Inner Mongolia Agricultural University,2016-12-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,93,0.3673433692436307,2023932,2.0,2.0,2.0,2.0
GCF_002868275.1,custom,Lactobacillus helveticus (firmicutes),Lactobacillus,helveticus,ATCC 12046,GCF_002868275.1,64,2141841,33466.3,89074,50788,23180,89433.017,507,161101,4.158758750065948,ASM286827v1,1587,,GCF_002868275.1,GCA_002868275.1,yes,SAMN08195512,FCEN-UBA,2018-01-08,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,64,0.3564900475805627,2141841,1.0,1.0,1.0,1.0
GCF_000015385.1,custom,Lactobacillus helveticus DPC 4571 (firmicutes),Lactobacillus,helveticus,DPC 4571,GCF_000015385.1,1,2080931,2080931.0,2080931,2080931,2080931,2080931.0,2080931,2080931,100.0,ASM1538v1,405566,,GCF_000015385.1,GCA_000015385.1,yes,SAMN02603893,"Teagasc, Moorepark Food Research Centre",2007-11-15,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,1,0.3707701024205031,2080931,1.0,0.0,1.0,1.0
GCF_000160855.1,custom,Lactobacillus helveticus DSM 20075 = CGMCC 1.1877 (firmicutes),Lactobacillus,helveticus,DSM 20075,GCF_000160855.1,49,2020582,41236.4,288743,168940,65851,405986.09,508,782499,14.290090676844592,ASM16085v1,585520,Representative Genome,GCF_000160855.1,GCA_000160855.1,yes,SAMN00139430,Baylor College of Medicine,2009-09-22,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,49,0.3292373187527158,2020582,1.0,1.0,1.0,1.0
GCF_000189515.1,custom,Lactobacillus helveticus H10 (firmicutes),Lactobacillus,helveticus,H10,GCF_000189515.1,2,2172383,1086191.5,2145899,2145899,2145899,2120060.745,26484,2145899,98.78087795752408,ASM18951v1,767462,,GCF_000189515.1,GCA_000189515.1,yes,SAMN02603939,"The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China",2011-02-16,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,2,0.3678812621899545,2172383,0.0,0.0,0.0,0.0
GCF_000525715.1,custom,Lactobacillus helveticus H9 (firmicutes),Lactobacillus,helveticus,H9,GCF_000525715.1,1,1871119,1871119.0,1871119,1871119,1871119,1871119.0,1871119,1871119,100.0,ASM52571v1,767456,,GCF_000525715.1,GCA_000525715.1,yes,SAMN02641509,"The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China",2014-02-03,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,1,0.3701677979861248,1871119,0.0,0.0,0.0,0.0
GCF_000165775.1,custom,Lactobacillus helveticus R0052 (firmicutes),Lactobacillus,helveticus,R0052,GCF_000165775.1,1,2129206,2129206.0,2129206,2129206,2129206,2129206.0,2129206,2129206,100.0,ASM16577v3,880633,,GCF_000165775.1,GCA_000165775.3,yes,SAMN02603348,Institut Rosell Lallemand Inc.,2012-09-05,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,,Lactobacillus,1,0.3679582905552586,2129206,2.0,0.0,2.0,2.0
