genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_007637635.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,NJ,GCF_007637635.1,1,3083412,3083412.0,3083412,3083412,3083412,3083412.0,3083412,3083412,100.0,ASM763763v1,1597,,GCF_007637635.1,GCA_007637635.1,yes,SAMN12319598,Huazhong Agricultural University,2019-07-30,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.463996053722305,3083412,3.0,0.0,3.0,3.0
GCF_017638905.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,HL182,GCF_017638905.1,4,3141511,785377.8,3082023,3082023,3082023,3024196.267,9608,3082023,98.10638893195026,ASM1763890v1,1597,,GCF_017638905.1,GCA_017638905.1,yes,SAMN18236778,Hallym University,2021-03-30,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,4,0.4630415109162438,3141511,3.0,0.0,3.0,3.0
GCF_004141835.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,SRCM103299,GCF_004141835.1,3,3187447,1062482.3,3081420,3081420,3081420,2980817.309,38400,3081420,96.67360743566871,ASM414183v1,1597,,GCF_004141835.1,GCA_004141835.1,yes,SAMN10849469,Microbial Institute for Fermentation Industry,2019-02-06,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,3,0.46383108487764657,3187447,1.0,0.0,1.0,1.0
GCF_000026485.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,BL23,GCF_000026485.1,1,3079196,3079196.0,3079196,3079196,3079196,3079196.0,3079196,3079196,100.0,ASM2648v1,1597,,GCF_000026485.1,GCA_000026485.1,yes,SAMEA2272724,Centre National de la Recherche Scientifique (C.N.R.S),2008-06-19,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.4633569931891312,3079196,1.0,0.0,1.0,1.0
GCF_008807095.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,TCS,GCF_008807095.1,2,3144483,1572241.5,3077701,3077701,3077701,3013755.61,66782,3077701,97.87621685345412,ASM880709v1,1597,,GCF_008807095.1,GCA_008807095.1,yes,SAMN11177072,Shanghai Institute of Technology,2019-10-03,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,2,0.4627755977691722,3144483,1.0,0.0,1.0,1.0
GCF_001244395.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,L9,GCF_001244395.1,1,3076437,3076437.0,3076437,3076437,3076437,3076437.0,3076437,3076437,100.0,ASM124439v1,1597,,GCF_001244395.1,GCA_001244395.1,yes,SAMN03853751,China Agricultural University,2015-08-05,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.4634718669681843,3076437,3.0,0.0,3.0,3.0
GCF_902386635.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,MGYG-HGUT-02388,GCF_902386635.1,1,3076437,3076437.0,3076437,3076437,3076437,3076437.0,3076437,3076437,100.0,UHGG_MGYG-HGUT-02388,1597,,GCF_902386635.1,GCA_902386635.1,yes,SAMEA5851892,EMG,2019-08-10,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.4634718669681843,3076437,3.0,0.0,3.0,3.0
GCF_000318035.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,W56,GCF_000318035.1,2,3132096,1566048.0,3075780,3075780,3075780,3021489.156,56316,3075780,98.20197082081776,ASM31803v1,1597,,GCF_000318035.1,GCA_000318035.1,yes,SAMEA2271945,University of Vienna,2012-09-20,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,2,0.4629209960358814,3132096,1.0,0.0,1.0,1.0
GCF_000194765.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,BD-II,GCF_000194765.1,2,3127288,1563644.0,3069926,3069926,3069926,3014668.315,57362,3069926,98.16575895792135,ASM19476v1,1597,,GCF_000194765.1,GCA_000194765.1,yes,SAMN02603876,"State Key Laboratory of Dairy Biotechnology, Technology Center of Bright Dairy & Food Co., Ltd,China",2011-04-01,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,2,0.4628969253871086,3127288,1.0,0.0,1.0,1.0
GCF_002079285.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,IIA,GCF_002079285.1,4,3246143,811535.8,3055892,3055892,3055892,2880706.857,45033,3055892,94.13916762138945,ASM207928v1,1597,,GCF_002079285.1,GCA_002079285.1,yes,SAMN04571918,Universiti Malaysia Sabah,2017-04-05,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,4,0.46253538430069163,3246143,3.0,0.0,3.0,3.0
GCF_003199005.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,Lpc10,GCF_003199005.1,1,3052122,3052122.0,3052122,3052122,3052122,3052122.0,3052122,3052122,100.0,ASM319900v1,1597,,GCF_003199005.1,GCA_003199005.1,yes,SAMN09283999,Universidad Nacional de Quilmes,2018-06-07,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.4631096004681333,3052122,2.0,0.0,2.0,2.0
GCF_003268715.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,LC355,GCF_003268715.1,3,3143531,1047843.7,3044973,3044973,3044973,2951117.316,38999,3044973,96.86473586549648,ASM326871v1,1597,,GCF_003268715.1,GCA_003268715.1,yes,SAMN09222630,Northeast Agricultural University,2018-06-27,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,3,0.4637918315423007,3143531,1.0,0.0,1.0,1.0
GCF_002865565.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,HD1.7,GCF_002865565.1,1,3039280,3039280.0,3039280,3039280,3039280,3039280.0,3039280,3039280,100.0,ASM286556v1,1597,,GCF_002865565.1,GCA_002865565.1,yes,SAMN08195363,key laboratory of microbiology,2018-01-08,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.4641655260456424,3039280,2.0,0.0,2.0,2.0
GCF_000194785.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,LC2W,GCF_000194785.1,2,3077434,1538717.0,3039042,3039042,3039042,3001607.906,38392,3039042,98.75246715282928,ASM19478v1,1597,,GCF_000194785.1,GCA_000194785.1,yes,SAMN02603877,"State Key Laboratory of Dairy Biotechnology, Technology Center of Bright Dairy & Food Co., Ltd,China",2011-04-01,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,2,0.4631394206991929,3077434,1.0,0.0,1.0,1.0
GCF_002902825.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,HDS-01,GCF_002902825.1,1,3038767,3038767.0,3038767,3038767,3038767,3038767.0,3038767,3038767,100.0,ASM290282v1,1597,,GCF_002902825.1,GCA_002902825.1,yes,SAMN08361670,key laboratory of microbiology,2018-01-28,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.46416688084344737,3038767,2.0,0.0,2.0,2.0
GCF_007292115.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,CBA3611,GCF_007292115.1,2,3102530,1551265.0,3035735,3035735,3035735,2971816.086,66795,3035735,97.84707964145392,ASM729211v1,1597,,GCF_007292115.1,GCA_007292115.1,yes,SAMN11890849,World Institute of Kimchi,2019-07-23,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,2,0.4629715103480063,3102530,1.0,0.0,1.0,1.0
GCF_015377585.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,TK-P4A,GCF_015377585.1,4,3080275,770068.8,3020185,3020185,3020185,2961900.033,6173,3020185,98.04920015258378,ASM1537758v1,1597,,GCF_015377585.1,GCA_015377585.1,yes,SAMN13106280,Zhejiang Tianke High Technology Development Co.Ltd.,2020-11-12,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,4,0.46438418647685675,3080275,1.0,0.0,1.0,1.0
GCF_003627255.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,ZFM54,GCF_003627255.1,3,3048677,1016225.7,3015887,3015887,3015887,2983632.366,13282,3015887,98.92445149158144,ASM362725v1,1597,,GCF_003627255.1,GCA_003627255.1,yes,SAMN07305422,Zhejiang Gongshang University,2018-10-08,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,3,0.4633573842030494,3048677,2.0,0.0,2.0,2.0
GCF_008329845.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,10266,GCF_008329845.1,2,3044908,1522454.0,3012260,3012260,3012260,2980312.114,32648,3012260,98.9277836965846,ASM832984v1,1597,,GCF_008329845.1,GCA_008329845.1,yes,SAMN09874024,Shandong Provincial Hospital Affiliated to Shandong University,2019-09-09,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,2,0.46325077802022263,3044908,2.0,0.0,2.0,2.0
GCF_013307125.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,Lp02,GCF_013307125.1,3,3092262,1030754.0,2991176,2991176,2991176,2895054.682,47041,2991176,96.73100144813084,ASM1330712v1,1597,,GCF_013307125.1,GCA_013307125.1,yes,SAMN11489091,KyungHee university,2020-06-09,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,3,0.4633488365474853,3092262,3.0,0.0,3.0,3.0
GCF_014905075.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,NFFJ04,GCF_014905075.1,4,3196149,799037.2,2983945,2983945,2983945,2790534.132,67740,2983945,93.36063493910952,ASM1490507v1,1597,,GCF_014905075.1,GCA_014905075.1,yes,SAMN14444968,Nakdonggang National Institute of Biological Resources,2020-10-21,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,4,0.4630244084365278,3196149,1.0,0.0,1.0,1.0
GCF_002257625.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,TK1501,GCF_002257625.1,1,2942538,2942538.0,2942538,2942538,2942538,2942538.0,2942538,2942538,100.0,ASM225762v1,1597,,GCF_002257625.1,GCA_002257625.1,yes,SAMN05921089,Tianjin University of Science and Tecnology,2017-08-16,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.4653734293320936,2942538,2.0,0.0,2.0,2.0
GCF_003177075.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,EG9,GCF_003177075.1,4,3074406,768601.5,2927257,2927257,2927257,2790264.786,12035,2927257,95.21374210172633,ASM317707v1,1597,,GCF_003177075.1,GCA_003177075.1,yes,SAMN09239981,The National Agriculture and Food Research Organization,2018-05-30,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,4,0.4643192863922332,3074406,1.0,0.0,1.0,1.0
GCF_001514415.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,KL1,GCF_001514415.1,1,2918888,2918888.0,2918888,2918888,2918888,2918888.0,2918888,2918888,100.0,ASM151441v1,1597,,GCF_001514415.1,GCA_001514415.1,yes,SAMN04378089,Beijing University of Agriculture,2016-01-14,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.465961009809215,2918888,2.0,0.0,2.0,2.0
GCF_001191565.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,CAUH35,GCF_001191565.1,5,2973347,594669.4,2770411,2770411,2770411,2585087.343,31497,2770411,93.17482957757706,ASM119156v1,1597,,GCF_001191565.1,GCA_001191565.1,yes,SAMN03892742,China Agricultural University,2015-08-03,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,5,0.4630586339233194,2973347,2.0,0.0,2.0,2.0
GCF_002442835.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,FAM18149,GCF_002442835.1,6,2969707,494951.2,2710941,2710941,2710941,2479870.66,28557,2710941,91.286480450765,ASM244283v1,1597,,GCF_002442835.1,GCA_002442835.1,yes,SAMN05781319,University of Bern,2017-10-04,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,6,0.4631153847837514,2969707,1.0,0.0,1.0,1.0
GCF_009834405.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,TD 062,GCF_009834405.1,7,2867519,409645.6,2667255,2667255,2667255,2484132.706,8093,2667255,93.01612299691824,ASM983440v1,1597,,GCF_009834405.1,GCA_009834405.1,yes,SAMN12792675,Northeast Agricultural University,2020-01-08,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,7,0.46427347124814167,2867519,3.0,1.0,3.0,3.0
GCF_014905015.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,NSMJ15,GCF_014905015.1,5,2958273,591654.6,2791277,2791277,2791277,2636312.231,18602,2791277,94.35494966150858,ASM1490501v1,1597,,GCF_014905015.1,GCA_014905015.1,yes,SAMN14142699,Nakdonggang National Institute of Biological Resources,2020-10-21,na,major,Chromosome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,5,0.4640001108755007,2958273,1.0,0.0,1.0,1.0
GCF_018064185.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,HM1,GCF_018064185.1,1,2831954,2831954.0,2831954,2831954,2831954,2831954.0,2831954,2831954,100.0,ASM1806418v1,1597,,GCF_018064185.1,GCA_018064185.1,yes,SAMN18644302,Guru Angad Dev Veterinary and Animal Sciences University,2021-04-17,na,major,Chromosome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,1,0.4411787762089356,2831954,1.0,0.0,1.0,1.0
GCF_000388095.2,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,LcY,GCF_000388095.2,2,3102374,1551187.0,3042753,3042753,3042753,2985423.576,59621,3042753,98.0782136518679,LcY_assembly050913,1597,,GCF_000388095.2,GCA_000388095.2,yes,SAMN02046319,University of Helsinki,2014-01-14,na,major,Chromosome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,2,0.46280815917100904,3102374,1.0,0.0,1.0,1.0
GCF_002762235.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,Lpc-37,GCF_002762235.1,2,3160833,1580416.5,3112081,3112081,3112081,3064832.88,48752,3112081,98.45762177248844,ASM276223v1,1597,,GCF_002762235.1,GCA_002762235.1,yes,SAMN07339723,DuPont Nutrition & Health,2017-11-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,2,0.46332216855493474,3160833,1.0,0.0,1.0,1.0
GCF_004078565.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,SRCM103424,GCF_004078565.1,5,3291871,658374.2,3067433,3067433,3067433,2862198.136,51016,3067433,93.18205361024172,ASM407856v1,1597,,GCF_004078565.1,GCA_004078565.1,yes,SAMN10743383,Microbial Institute for Fermentation Industry,2019-01-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,5,0.4621216931040129,3291871,2.0,0.0,2.0,2.0
GCF_003795255.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,JS1,GCF_003795255.1,3,3016870,1005623.3,2980779,2980779,2980779,2945336.618,16830,2980779,98.80369389466568,ASM379525v1,1597,,GCF_003795255.1,GCA_003795255.1,yes,SAMN09270688,Kyunghee Univ.,2018-11-19,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,3,0.46493418675647274,3016870,2.0,0.0,2.0,2.0
GCF_004078555.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,SRCM103410,GCF_004078555.1,3,2856075,952025.0,2837410,2837410,2837410,2818938.579,5440,2837410,99.34648074717926,ASM407855v1,1597,,GCF_004078555.1,GCA_004078555.1,yes,SAMN10742272,ChunLab,2019-01-20,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,3,0.46506271719055,2856075,1.0,0.0,1.0,1.0
GCF_003712905.1,custom,Lacticaseibacillus paracasei (firmicutes),Lacticaseibacillus,paracasei,FAM3228,GCF_003712905.1,3,3088310,1029436.7,2439857,2439857,637470,2059181.497,10983,2439857,79.00298221357312,ASM371290v1,1597,,GCF_003712905.1,GCA_003712905.1,yes,SAMN04088886,University of Bern,2018-11-06,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,,Lacticaseibacillus,3,0.46313258707836974,3088310,1.0,0.0,1.0,1.0
