genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_030229835.1,PRJNA804245,ASM3022983v1,Scaffold,na,SAMN35346766,2023-06-07,GCA_030229835.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229835.1,,yes,major,pseudodiphtheriticum,MSK198,Duke University,37637,ncbi
GCF_030229515.1,PRJNA804245,ASM3022951v1,Scaffold,na,SAMN35346759,2023-06-07,GCA_030229515.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229515.1,,yes,major,pseudodiphtheriticum,MSK184,Duke University,37637,ncbi
GCF_030176115.1,PRJNA842433,ASM3017611v1,Contig,na,SAMN35023395,2023-06-05,GCA_030176115.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176115.1,,yes,major,pseudodiphtheriticum,KPL2795,Baylor College of Medicine,37637,ncbi
GCF_030228805.1,PRJNA804245,ASM3022880v1,Scaffold,na,SAMN35346778,2023-06-07,GCA_030228805.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030228805.1,,yes,major,pseudodiphtheriticum,MSK283,Duke University,37637,ncbi
GCF_028527725.1,PRJNA269675,ASM2852772v1,Contig,na,SAMN31031753,2023-02-06,GCA_028527725.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_028527725.1,,yes,major,pseudodiphtheriticum,SCPM-O-B-9663 (Don 4),SRCAMB,37637,ncbi
GCF_030229485.1,PRJNA804245,ASM3022948v1,Scaffold,na,SAMN35346743,2023-06-07,GCA_030229485.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229485.1,,yes,major,pseudodiphtheriticum,MSK141,Duke University,37637,ncbi
GCF_030232605.1,PRJNA804245,ASM3023260v1,Scaffold,na,SAMN35346787,2023-06-07,GCA_030232605.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030232605.1,,yes,major,pseudodiphtheriticum,MSK314,Duke University,37637,ncbi
GCF_030229195.1,PRJNA804245,ASM3022919v1,Scaffold,na,SAMN35346755,2023-06-07,GCA_030229195.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229195.1,,yes,major,pseudodiphtheriticum,MSK172,Duke University,37637,ncbi
GCF_028527845.1,PRJNA269675,ASM2852784v1,Contig,na,SAMN31031746,2023-02-06,GCA_028527845.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_028527845.1,,yes,major,pseudodiphtheriticum,SCPM-O-B-9431 (R7),SRCAMB,37637,ncbi
GCF_028527805.1,PRJNA269675,ASM2852780v1,Contig,na,SAMN31031748,2023-02-06,GCA_028527805.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_028527805.1,,yes,major,pseudodiphtheriticum,SCPM-O-B-9433 (R11),SRCAMB,37637,ncbi
GCF_030229415.1,PRJNA804245,ASM3022941v1,Scaffold,na,SAMN35346754,2023-06-07,GCA_030229415.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229415.1,,yes,major,pseudodiphtheriticum,MSK168,Duke University,37637,ncbi
GCF_030232845.1,PRJNA804245,ASM3023284v1,Scaffold,na,SAMN35346753,2023-06-07,GCA_030232845.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030232845.1,,yes,major,pseudodiphtheriticum,MSK166,Duke University,37637,ncbi
GCF_003989245.1,PRJNA492917,ASM398924v1,Contig,na,SAMN10118508,2018-12-31,GCA_003989245.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_003989245.1,,yes,major,pseudodiphtheriticum,HSID17564,University of Wisconsin-Madison,37637,ncbi
GCF_003989225.1,PRJNA492917,ASM398922v1,Contig,na,SAMN10118510,2018-12-31,GCA_003989225.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_003989225.1,,yes,major,pseudodiphtheriticum,HSID17576,University of Wisconsin-Madison,37637,ncbi
GCF_030229665.1,PRJNA804245,ASM3022966v1,Scaffold,na,SAMN35346734,2023-06-07,GCA_030229665.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229665.1,,yes,major,pseudodiphtheriticum,MSK110,Duke University,37637,ncbi
GCF_030232785.1,PRJNA804245,ASM3023278v1,Scaffold,na,SAMN35346735,2023-06-07,GCA_030232785.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030232785.1,,yes,major,pseudodiphtheriticum,MSK118,Duke University,37637,ncbi
GCF_003989495.1,PRJNA492917,ASM398949v1,Contig,na,SAMN10118509,2018-12-31,GCA_003989495.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_003989495.1,,yes,major,pseudodiphtheriticum,HSID17575,University of Wisconsin-Madison,37637,ncbi
GCF_030227205.1,PRJNA804245,ASM3022720v1,Scaffold,na,SAMN35346741,2023-06-07,GCA_030227205.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030227205.1,,yes,major,pseudodiphtheriticum,MSK127,Duke University,37637,ncbi
GCF_030229185.1,PRJNA804245,ASM3022918v1,Scaffold,na,SAMN35346774,2023-06-07,GCA_030229185.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229185.1,,yes,major,pseudodiphtheriticum,MSK238,Duke University,37637,ncbi
GCF_003989305.1,PRJNA492917,ASM398930v1,Contig,na,SAMN10118506,2018-12-31,GCA_003989305.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_003989305.1,,yes,major,pseudodiphtheriticum,HSID17260,University of Wisconsin-Madison,37637,ncbi
GCF_003989375.1,PRJNA492917,ASM398937v1,Contig,na,SAMN10118502,2018-12-31,GCA_003989375.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_003989375.1,,yes,major,pseudodiphtheriticum,HSID17241,University of Wisconsin-Madison,37637,ncbi
GCF_030232045.1,PRJNA804245,ASM3023204v1,Scaffold,na,SAMN35346786,2023-06-07,GCA_030232045.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030232045.1,,yes,major,pseudodiphtheriticum,MSK311,Duke University,37637,ncbi
GCF_022345865.1,PRJNA694925,ASM2234586v1,Contig,na,SAMN17729901,2022-02-20,GCA_022345865.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_022345865.1,,yes,major,pseudodiphtheriticum,ACRQT,NHGRI/NIH,37637,ncbi
GCF_030176675.1,PRJNA842433,ASM3017667v1,Contig,na,SAMN35023398,2023-06-05,GCA_030176675.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176675.1,,yes,major,pseudodiphtheriticum,KPL2826,Baylor College of Medicine,37637,ncbi
GCF_030176535.1,PRJNA842433,ASM3017653v1,Contig,na,SAMN35023408,2023-06-05,GCA_030176535.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176535.1,,yes,major,pseudodiphtheriticum,KPL3702,Baylor College of Medicine,37637,ncbi
GCF_030229035.1,PRJNA804245,ASM3022903v1,Scaffold,na,SAMN35346783,2023-06-07,GCA_030229035.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229035.1,,yes,major,pseudodiphtheriticum,MSK305,Duke University,37637,ncbi
GCF_030176635.1,PRJNA842433,ASM3017663v1,Contig,na,SAMN35023389,2023-06-05,GCA_030176635.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176635.1,,yes,major,pseudodiphtheriticum,KPL2667,Baylor College of Medicine,37637,ncbi
GCF_030176395.1,PRJNA842433,ASM3017639v1,Contig,na,SAMN35023421,2023-06-05,GCA_030176395.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176395.1,,yes,major,pseudodiphtheriticum,KPL3966,Baylor College of Medicine,37637,ncbi
GCF_030232685.1,PRJNA804245,ASM3023268v1,Scaffold,na,SAMN35346752,2023-06-07,GCA_030232685.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030232685.1,,yes,major,pseudodiphtheriticum,MSK164,Duke University,37637,ncbi
GCF_025146355.1,PRJNA803478,ASM2514635v1,Contig,na,SAMN25653433,2022-09-12,GCA_025146355.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_025146355.1,,yes,major,pseudodiphtheriticum,p3-SID763,University of Wisconsin - Madison,37637,ncbi
GCF_025146235.1,PRJNA803478,ASM2514623v1,Contig,na,SAMN25653432,2022-09-12,GCA_025146235.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_025146235.1,,yes,major,pseudodiphtheriticum,p3-SID764,University of Wisconsin - Madison,37637,ncbi
GCF_028527685.1,PRJNA269675,ASM2852768v1,Contig,na,SAMN31031754,2023-02-06,GCA_028527685.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_028527685.1,,yes,major,pseudodiphtheriticum,SCPM-O-B-9664 (Don 5),SRCAMB,37637,ncbi
GCF_028527665.1,PRJNA269675,ASM2852766v1,Contig,na,SAMN31031755,2023-02-06,GCA_028527665.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_028527665.1,,yes,major,pseudodiphtheriticum,SCPM-O-B-9665 (Don 6),SRCAMB,37637,ncbi
GCF_030232565.1,PRJNA804245,ASM3023256v1,Scaffold,na,SAMN35346693,2023-06-07,GCA_030232565.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030232565.1,,yes,major,pseudodiphtheriticum,MSK037,Duke University,37637,ncbi
GCF_030176295.1,PRJNA842433,ASM3017629v1,Contig,na,SAMN35023425,2023-06-05,GCA_030176295.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176295.1,,yes,major,pseudodiphtheriticum,KPL4025,Baylor College of Medicine,37637,ncbi
GCF_028527825.1,PRJNA269675,ASM2852782v1,Contig,na,SAMN31031747,2023-02-06,GCA_028527825.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_028527825.1,,yes,major,pseudodiphtheriticum,SCPM-O-B-9432 (R9),SRCAMB,37637,ncbi
GCF_028527745.1,PRJNA269675,ASM2852774v1,Contig,na,SAMN31031752,2023-02-06,GCA_028527745.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_028527745.1,,yes,major,pseudodiphtheriticum,SCPM-O-B-9662 (Don 2),SRCAMB,37637,ncbi
GCF_030176615.1,PRJNA842433,ASM3017661v1,Contig,na,SAMN35023404,2023-06-05,GCA_030176615.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176615.1,,yes,major,pseudodiphtheriticum,KPL3671,Baylor College of Medicine,37637,ncbi
GCF_030229305.1,PRJNA804245,ASM3022930v1,Scaffold,na,SAMN35346723,2023-06-07,GCA_030229305.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030229305.1,,yes,major,pseudodiphtheriticum,MSK092,Duke University,37637,ncbi
GCF_030176235.1,PRJNA842433,ASM3017623v1,Contig,na,SAMN35023411,2023-06-05,GCA_030176235.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176235.1,,yes,major,pseudodiphtheriticum,KPL3772,Baylor College of Medicine,37637,ncbi
GCF_030176735.1,PRJNA842433,ASM3017673v1,Contig,na,SAMN35023382,2023-06-05,GCA_030176735.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176735.1,,yes,major,pseudodiphtheriticum,KPL2621,Baylor College of Medicine,37637,ncbi
GCF_030176795.1,PRJNA842433,ASM3017679v1,Contig,na,SAMN35023392,2023-06-05,GCA_030176795.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176795.1,,yes,major,pseudodiphtheriticum,KPL2773,Baylor College of Medicine,37637,ncbi
GCF_030176275.1,PRJNA842433,ASM3017627v1,Contig,na,SAMN35023428,2023-06-05,GCA_030176275.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176275.1,,yes,major,pseudodiphtheriticum,KPL4041,Baylor College of Medicine,37637,ncbi
GCF_030176135.1,PRJNA842433,ASM3017613v1,Contig,na,SAMN35023401,2023-06-05,GCA_030176135.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176135.1,,yes,major,pseudodiphtheriticum,KPL2865,Baylor College of Medicine,37637,ncbi
GCF_030176655.1,PRJNA842433,ASM3017665v1,Contig,na,SAMN35023424,2023-06-05,GCA_030176655.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176655.1,,yes,major,pseudodiphtheriticum,KPL4010,Baylor College of Medicine,37637,ncbi
GCF_030176215.1,PRJNA842433,ASM3017621v1,Contig,na,SAMN35023399,2023-06-05,GCA_030176215.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176215.1,,yes,major,pseudodiphtheriticum,KPL2834,Baylor College of Medicine,37637,ncbi
GCF_030176155.1,PRJNA842433,ASM3017615v1,Contig,na,SAMN35023383,2023-06-05,GCA_030176155.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176155.1,,yes,major,pseudodiphtheriticum,KPL2640,Baylor College of Medicine,37637,ncbi
GCF_030176715.1,PRJNA842433,ASM3017671v1,Contig,na,SAMN35023390,2023-06-05,GCA_030176715.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176715.1,,yes,major,pseudodiphtheriticum,KPL2733,Baylor College of Medicine,37637,ncbi
GCF_030176595.1,PRJNA842433,ASM3017659v1,Contig,na,SAMN35023410,2023-06-05,GCA_030176595.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176595.1,,yes,major,pseudodiphtheriticum,KPL3770,Baylor College of Medicine,37637,ncbi
GCF_030176355.1,PRJNA842433,ASM3017635v1,Contig,na,SAMN35023416,2023-06-05,GCA_030176355.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030176355.1,,yes,major,pseudodiphtheriticum,KPL3833,Baylor College of Medicine,37637,ncbi
GCF_030227325.1,PRJNA804245,ASM3022732v1,Scaffold,na,SAMN35346715,2023-06-07,GCA_030227325.1,full,Corynebacterium,Corynebacterium pseudodiphtheriticum (high G+C Gram-positive bacteria),GCF_030227325.1,,yes,major,pseudodiphtheriticum,MSK080,Duke University,37637,ncbi
GCF_000477935.1,PRJNA170364,Cory_sp_KPL1995_V1,Scaffold,na,SAMN02596997,2013-10-21,GCA_000477935.1,full,Corynebacterium,Corynebacterium sp. KPL1995 (high G+C Gram-positive bacteria),GCF_000477935.1,,yes,major,sp.,KPL1995,Broad Institute,1203624,ncbi
GCF_000477955.1,PRJNA170362,Cory_sp_KPL1989_V1,Scaffold,na,SAMN02596998,2013-10-21,GCA_000477955.1,full,Corynebacterium,Corynebacterium sp. KPL1989 (high G+C Gram-positive bacteria),GCF_000477955.1,,yes,major,sp.,KPL1989,Broad Institute,1203622,ncbi
