genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_900518875.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,CRBO_1389,GCF_900518875.1,39,1898672,48683.9,143611,96451,38938,137666.423,575,208141,7.563760354605746,CRBO_1389_PRJEB28094_wgs,1247,,GCF_900518875.1,GCA_900518875.1,yes,SAMEA4822718,ISVV,2019-04-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,39,0.3764025592624739,1898672,2.0,1.0,2.0,2.0
GCF_900518815.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,CRBO_1395,GCF_900518815.1,30,1864509,62150.3,141686,100536,59951,156583.18,527,304468,7.599105179969633,CRBO_1395_PRJEB28094_wgs,1247,,GCF_900518815.1,GCA_900518815.1,yes,SAMEA4822712,ISVV,2019-04-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,30,0.3767994683855106,1864509,2.0,2.0,2.0,2.0
GCF_000725025.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,OM22,GCF_000725025.1,23,1862817,80992.0,137811,89857,70237,211777.742,1132,501761,7.397989174459971,ASM72502v1,1247,,GCF_000725025.1,GCA_000725025.1,yes,SAMN02893932,University of Foggia,2014-07-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,23,0.3798827260004606,1862817,1.0,0.0,1.0,1.0
GCF_900518845.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,CRBO_13108,GCF_900518845.1,41,1881467,45889.4,126048,60906,36418,143615.161,504,261470,6.699453139491684,CRBO_13108_PRJEB28094_wgs,1247,,GCF_900518845.1,GCA_900518845.1,yes,SAMEA4822717,ISVV,2019-04-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,41,0.377036110651954,1881467,2.0,1.0,2.0,2.0
GCF_900518865.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,CRBO_1386,GCF_900518865.1,43,1784770,41506.3,124720,83046,25004,124383.158,559,251802,6.988015262470794,CRBO_1386_PRJEB28094_wgs,1247,,GCF_900518865.1,GCA_900518865.1,yes,SAMEA4822716,ISVV,2019-04-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,43,0.3778839850512951,1784770,3.0,2.0,3.0,3.0
GCF_003591255.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,CRBO 14212,GCF_003591255.1,39,1753225,44954.5,116672,74787,36384,151933.202,525,290606,6.654707752855452,ASM359125v1,1247,,GCF_003591255.1,GCA_003591255.1,yes,SAMN10078329,University of Bordeaux,2018-09-24,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,39,0.3793854183005604,1753225,1.0,0.0,1.0,1.0
GCF_001618285.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,DSPZS12,GCF_001618285.1,13,1768827,136063.6,1762881,1762881,1762881,1756957.131,314,1762881,99.66384502271843,ooeni_v2,1247,,GCF_001618285.1,GCA_001618285.1,yes,SAMN03839971,university of milan,2016-04-11,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,13,0.377859451489603,1768827,2.0,0.0,2.0,2.0
GCF_000712375.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,OT3,GCF_000712375.1,61,1769724,29011.9,108855,73429,20558,148179.15,233,354970,6.150959132610509,ASM71237v1,1247,,GCF_000712375.1,GCA_000712375.1,yes,SAMN02870470,University of Foggia,2014-06-26,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,61,0.3784844416417475,1769724,2.0,1.0,2.0,2.0
GCF_000725005.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,OT4,GCF_000725005.1,55,1770962,32199.3,108855,73521,26772,145148.27,200,360434,6.1466592733215055,ASM72500v1,1247,,GCF_000725005.1,GCA_000725005.1,yes,SAMN02894448,University of Foggia,2014-07-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,55,0.3785038865881933,1770962,2.0,1.0,2.0,2.0
GCF_000725015.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,OT5,GCF_000725015.1,60,1767097,29451.6,108855,73521,20558,151034.703,200,354973,6.160103265412142,ASM72501v1,1247,,GCF_000725015.1,GCA_000725015.1,yes,SAMN02892995,University of Foggia,2014-07-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,60,0.3785106307124057,1767097,2.0,1.0,2.0,2.0
GCF_000725035.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,OT25,GCF_000725035.1,61,1834661,30076.4,108808,74769,24761,155327.519,202,375641,5.930686922543184,ASM72503v1,1247,,GCF_000725035.1,GCA_000725035.1,yes,SAMN02894449,University of Foggia,2014-07-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,61,0.3792226465815755,1834661,1.0,0.0,1.0,1.0
GCF_001867485.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,AWRIB1119,GCF_001867485.1,175,1861044,10634.5,91771,34664,16480,99046.852,211,229391,4.931156920524179,ASM186748v1,1247,,GCF_001867485.1,GCA_001867485.1,yes,SAMN04297009,Australian Wine Research Institute,2016-11-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,175,0.3803322221290845,1861044,2.0,1.0,2.0,2.0
GCF_001867465.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,AWRIB1116,GCF_001867465.1,157,1898461,12092.1,85583,37694,16437,80222.545,249,139917,4.508019917185552,ASM186746v1,1247,,GCF_001867465.1,GCA_001867465.1,yes,SAMN04297007,Australian Wine Research Institute,2016-11-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,157,0.380219556788367,1898461,1.0,0.0,1.0,1.0
GCF_001939355.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,AWRIB710,GCF_001939355.1,150,1838606,12257.4,82600,34602,12809,70499.005,270,137215,4.492534017619871,ASM193935v1,1247,,GCF_001939355.1,GCA_001939355.1,yes,SAMN04297108,Australian Wine Research Institute,2017-01-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,150,0.3791187453973282,1838606,2.0,1.0,2.0,2.0
GCF_001867765.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,AWRIB240,GCF_001867765.1,185,1986909,10740.0,70892,32187,14486,71103.68,210,168866,3.5679540431896983,ASM186776v1,1247,,GCF_001867765.1,GCA_001867765.1,yes,SAMN04297035,Australian Wine Research Institute,2016-11-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,185,0.376461629596524,1986909,2.0,1.0,2.0,2.0
GCF_001869805.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,AWRIB864,GCF_001869805.1,151,1909996,12649.0,68377,34917,16545,69674.115,239,144740,3.579955141267312,ASM186980v1,1247,,GCF_001869805.1,GCA_001869805.1,yes,SAMN04297123,Australian Wine Research Institute,2016-11-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,151,0.3774625706022421,1909996,2.0,1.0,2.0,2.0
GCF_001867555.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,AWRIB132,GCF_001867555.1,153,1842730,12044.0,60650,35193,17020,64334.014,214,158950,3.291312346355679,ASM186755v1,1247,,GCF_001867555.1,GCA_001867555.1,yes,SAMN04297019,Australian Wine Research Institute,2016-11-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,153,0.3803612032147954,1842730,1.0,0.0,1.0,1.0
GCF_001867835.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,AWRIB333,GCF_001867835.1,187,1886021,10085.7,57209,28235,10411,60509.5,247,137578,3.033317232416818,ASM186783v1,1247,,GCF_001867835.1,GCA_001867835.1,yes,SAMN04297048,Australian Wine Research Institute,2016-11-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,187,0.3798372340498859,1886021,1.0,0.0,1.0,1.0
GCF_001867915.1,custom,Oenococcus oeni (firmicutes),Oenococcus,oeni,AWRIB346,GCF_001867915.1,194,1890232,9743.5,56139,26722,14856,56002.915,231,119710,2.96995289467113,ASM186791v1,1247,,GCF_001867915.1,GCA_001867915.1,yes,SAMN04297059,Australian Wine Research Institute,2016-11-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,194,0.3798676564569851,1890232,1.0,0.0,1.0,1.0
GCF_000309425.1,custom,Oenococcus oeni AWRIB202 (firmicutes),Oenococcus,oeni,AWRIB202,GCF_000309425.1,36,1840757,51132.1,137205,84997,29969,197592.59,221,450504,7.453726917784368,AWRIB202_v1,1160703,,GCF_000309425.1,GCA_000309425.1,yes,SAMN02471119,The Australian Wine Research Institute,2012-11-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,36,0.3793439329580167,1840757,1.0,0.0,1.0,1.0
GCF_000286015.1,custom,Oenococcus oeni AWRIB304 (firmicutes),Oenococcus,oeni,AWRIB304,GCF_000286015.1,36,1852239,51451.1,137195,85030,35069,208599.307,470,450551,7.406981496448353,AWRIB304_v1,1160702,,GCF_000286015.1,GCA_000286015.1,yes,SAMN02471120,The Australian Wine Research Institute,2012-08-08,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,36,0.3793408949924928,1852239,1.0,0.0,1.0,1.0
GCF_000286115.1,custom,Oenococcus oeni AWRIB318 (firmicutes),Oenococcus,oeni,AWRIB318,GCF_000286115.1,26,1808452,69555.8,241841,102983,69990,208634.681,704,393048,13.372818299849817,AWRIB318_v1,1167631,,GCF_000286115.1,GCA_000286115.1,yes,SAMN02471121,The Australian Wine Research Institute,2012-08-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,26,0.3795185053294198,1808452,1.0,0.0,1.0,1.0
GCF_000286155.1,custom,Oenococcus oeni AWRIB418 (firmicutes),Oenococcus,oeni,AWRIB418,GCF_000286155.1,34,1838155,54063.4,177870,138339,45015,193401.134,311,364573,9.676550671733342,AWRIB418_v1,1206769,,GCF_000286155.1,GCA_000286155.1,yes,SAMN02471126,The Australian Wine Research Institute,2012-08-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,34,0.3775682681819542,1838155,2.0,1.0,2.0,2.0
GCF_000286135.1,custom,Oenococcus oeni AWRIB419 (firmicutes),Oenococcus,oeni,AWRIB419,GCF_000286135.1,46,1793208,38982.8,135466,82968,26823,163858.5,197,355003,7.554394136095757,AWRIB419_v1,1206770,,GCF_000286135.1,GCA_000286135.1,yes,SAMN02471122,The Australian Wine Research Institute,2012-08-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,46,0.3780554179994735,1793208,2.0,1.0,2.0,2.0
GCF_000286175.1,custom,Oenococcus oeni AWRIB422 (firmicutes),Oenococcus,oeni,AWRIB422,GCF_000286175.1,32,1814530,56704.1,228430,110998,63281,228547.195,676,392762,12.58893487569784,AWRIB422_v1,1206771,,GCF_000286175.1,GCA_000286175.1,yes,SAMN02471123,The Australian Wine Research Institute,2012-08-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,32,0.3792607452067477,1814530,1.0,0.0,1.0,1.0
GCF_000175355.1,custom,Oenococcus oeni AWRIB429 (firmicutes),Oenococcus,oeni,AWRIB429,GCF_000175355.1,58,1927702,33236.2,85101,42046,28230,94026.006,540,203450,4.414634627136352,ASM17535v1,655225,,GCF_000175355.1,GCA_000175355.1,yes,SAMN02471125,The Australian Wine Research Institute (AWRI),2010-03-03,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,58,0.379343383987774,1927702,1.0,0.0,1.0,1.0
GCF_000286195.1,custom,Oenococcus oeni AWRIB548 (firmicutes),Oenococcus,oeni,AWRIB548,GCF_000286195.1,29,1835383,63289.1,228488,95266,69755,226124.201,471,392624,12.449063764892667,AWRIB548_v1,1206772,,GCF_000286195.1,GCA_000286195.1,yes,SAMN02471127,The Australian Wine Research Institute,2012-08-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,29,0.3796815160650393,1835383,1.0,0.0,1.0,1.0
GCF_000286215.1,custom,Oenococcus oeni AWRIB553 (firmicutes),Oenococcus,oeni,AWRIB553,GCF_000286215.1,32,1759113,54972.3,229549,95823,73226,241883.113,435,431885,13.04913328478614,AWRIB553_v1,1206773,,GCF_000286215.1,GCA_000286215.1,yes,SAMN02471117,The Australian Wine Research Institute,2012-08-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,32,0.3780064157333838,1759113,2.0,1.0,2.0,2.0
GCF_000286255.1,custom,Oenococcus oeni AWRIB568 (firmicutes),Oenococcus,oeni,AWRIB568,GCF_000286255.1,31,1874865,60479.5,137199,84015,59851,197521.203,699,450517,7.3178068820955104,AWRIB568_v1,1206774,,GCF_000286255.1,GCA_000286255.1,yes,SAMN02471118,The Australian Wine Research Institute,2012-08-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,31,0.3801655052497113,1874865,1.0,0.0,1.0,1.0
GCF_000286235.1,custom,Oenococcus oeni AWRIB576 (firmicutes),Oenococcus,oeni,AWRIB576,GCF_000286235.1,28,1877204,67043.0,241903,84590,69893,225939.578,703,450551,12.886345863315867,AWRIB576_v1,1206775,,GCF_000286235.1,GCA_000286235.1,yes,SAMN02471124,The Australian Wine Research Institute,2012-08-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,28,0.380201086296428,1877204,1.0,0.0,1.0,1.0
GCF_000372485.1,custom,Oenococcus oeni DSM 20252 = AWRIB129 (firmicutes),Oenococcus,oeni,DSM 20252,GCF_000372485.1,28,1737581,62056.5,137536,79790,43547,160114.903,1965,357128,7.915372002801596,ASM37248v1,1122618,,GCF_000372485.1,GCA_000372485.1,yes,SAMN02256505,DOE Joint Genome Institute,2013-04-19,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,28,0.3784853770845791,1737581,2.0,1.0,2.0,2.0
GCF_000309445.1,custom,Oenococcus oeni DSM 20252 = AWRIB129 (firmicutes),Oenococcus,oeni,DSM 20252,GCF_000309445.1,42,1729193,41171.3,135603,73598,41275,153227.853,254,328976,7.841981779940123,AWRIB129_v1,1122618,,GCF_000309445.1,GCA_000309445.1,yes,SAMN02471116,The Australian Wine Research Institute,2012-11-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,42,0.3781208922312316,1729193,2.0,1.0,2.0,2.0
GCF_000721835.1,custom,Oenococcus oeni IOEB_0205 (firmicutes),Oenococcus,oeni,IOEB_0205,GCF_000721835.1,42,1795037,42739.0,157775,81599,34675,181168.613,473,392456,8.7895124167357,Oeoe_IOEB_0205_1.0,1428410,,GCF_000721835.1,GCA_000721835.1,yes,SAMN02900023,Institut des Sciences de la Vigne et du Vin,2014-07-02,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,42,0.3797971852390786,1795037,1.0,0.0,1.0,1.0
GCF_000761575.1,custom,Oenococcus oeni IOEB_0502 (firmicutes),Oenococcus,oeni,IOEB_0502,GCF_000761575.1,39,1822270,46724.9,140250,106158,65086,152508.097,201,259746,7.696444544441823,Oeoe_IOEB_0502_1.0,1428412,,GCF_000761575.1,GCA_000761575.1,yes,SAMN02902415,Institut des Sciences de la Vigne et du Vin,2014-10-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,39,0.3793082254550642,1822270,1.0,0.0,1.0,1.0
GCF_000762065.1,custom,Oenococcus oeni IOEB_1491 (firmicutes),Oenococcus,oeni,IOEB_1491,GCF_000762065.1,42,1772571,42204.1,96930,73447,34951,102041.875,1102,200132,5.468328208009721,Oeoe_IOEB_1491_1.0,1428415,,GCF_000762065.1,GCA_000762065.1,yes,SAMN02904289,Institut des Sciences de la Vigne et du Vin,2014-10-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,42,0.3787543630128215,1772571,2.0,1.0,2.0,2.0
GCF_000761665.1,custom,Oenococcus oeni IOEB_8417 (firmicutes),Oenococcus,oeni,IOEB_8417,GCF_000761665.1,65,1842137,28340.6,95439,40529,21844,100665.471,215,179106,5.180885026466544,Oeoe_IOEB_8417_1.0,1428416,,GCF_000761665.1,GCA_000761665.1,yes,SAMN02902411,Institut des Sciences de la Vigne et du Vin,2014-10-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,65,0.3777748343364255,1842137,2.0,1.0,2.0,2.0
GCF_000761685.1,custom,Oenococcus oeni IOEB_9517 (firmicutes),Oenococcus,oeni,IOEB_9517,GCF_000761685.1,56,1743782,31139.0,86291,39291,21789,84240.66,248,208736,4.948497002492284,Oeoe_IOEB_9517_1.0,1428418,,GCF_000761685.1,GCA_000761685.1,yes,SAMN02902410,Institut des Sciences de la Vigne et du Vin,2014-10-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,56,0.3785685366634132,1743782,1.0,1.0,1.0,1.0
GCF_000761705.1,custom,Oenococcus oeni IOEB_9803 (firmicutes),Oenococcus,oeni,IOEB_9803,GCF_000761705.1,36,1833906,50941.8,146580,97274,39703,154512.826,332,308185,7.992776074673402,Oeoe_IOEB_9803_1.0,1428419,,GCF_000761705.1,GCA_000761705.1,yes,SAMN02902409,Institut des Sciences de la Vigne et du Vin,2014-10-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,36,0.377857425625959,1833906,2.0,1.0,2.0,2.0
GCF_000761725.1,custom,Oenococcus oeni IOEB_9805 (firmicutes),Oenococcus,oeni,IOEB_9805,GCF_000761725.1,57,1843445,32341.1,138815,97274,27220,122769.391,249,176132,7.530194825449091,Oeoe_IOEB_9805_1.0,1428420,,GCF_000761725.1,GCA_000761725.1,yes,SAMN02902408,Institut des Sciences de la Vigne et du Vin,2014-10-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,,Other,57,0.3778528787134956,1843445,2.0,1.0,2.0,2.0
