genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_016008995.1,PRJNA475751,ASM1600899v1,Contig,na,SAMN12220702,2020-12-13,GCA_016008995.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_016008995.1,,yes,major,putida,PSB00025,University of Pittsburgh,303,ncbi
GCF_016009055.1,PRJNA475751,ASM1600905v1,Contig,na,SAMN12220700,2020-12-13,GCA_016009055.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_016009055.1,,yes,major,putida,PSB00023,University of Pittsburgh,303,ncbi
GCF_016009195.1,PRJNA475751,ASM1600919v1,Scaffold,na,SAMN10436430,2020-12-13,GCA_016009195.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_016009195.1,,yes,major,putida,PSB00015,University of Pittsburgh,303,ncbi
GCF_013387005.1,PRJNA607442,ASM1338700v1,Scaffold,na,SAMN14599810,2020-07-02,GCA_013387005.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013387005.1,,yes,major,putida,IPO3752,Wageningen University & Research,303,ncbi
GCF_013336785.1,PRJNA534200,ASM1333678v1,Contig,na,SAMN11479460,2020-06-12,GCA_013336785.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013336785.1,,yes,major,putida,UME3100,Universidade do Minho,303,ncbi
GCF_013337265.1,PRJNA534200,ASM1333726v1,Contig,na,SAMN11479467,2020-06-12,GCA_013337265.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013337265.1,,yes,major,putida,UMG612,Universidade do Minho,303,ncbi
GCF_013337275.1,PRJNA534200,ASM1333727v1,Contig,na,SAMN11479468,2020-06-12,GCA_013337275.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013337275.1,,yes,major,putida,UMG622,Universidade do Minho,303,ncbi
GCF_013337325.1,PRJNA534200,ASM1333732v1,Contig,na,SAMN11479466,2020-06-12,GCA_013337325.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013337325.1,,yes,major,putida,UMG610,Universidade do Minho,303,ncbi
GCF_013337345.1,PRJNA534200,ASM1333734v1,Contig,na,SAMN11479465,2020-06-12,GCA_013337345.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013337345.1,,yes,major,putida,UMG605,Universidade do Minho,303,ncbi
GCF_013337355.1,PRJNA534200,ASM1333735v1,Contig,na,SAMN11479463,2020-06-12,GCA_013337355.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013337355.1,,yes,major,putida,UME3145,Universidade do Minho,303,ncbi
GCF_013337385.1,PRJNA534200,ASM1333738v1,Contig,na,SAMN11479464,2020-06-12,GCA_013337385.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013337385.1,,yes,major,putida,UMG604,Universidade do Minho,303,ncbi
GCF_013337395.1,PRJNA534200,ASM1333739v1,Contig,na,SAMN11479462,2020-06-12,GCA_013337395.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013337395.1,,yes,major,putida,UME3142,Universidade do Minho,303,ncbi
GCF_013337415.1,PRJNA534200,ASM1333741v1,Contig,na,SAMN11479461,2020-06-12,GCA_013337415.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_013337415.1,,yes,major,putida,UME3119,Universidade do Minho,303,ncbi
GCF_001630725.2,PRJNA316053,ASM163072v2,Complete Genome,na,SAMN04574078,2020-05-05,GCA_001630725.2,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_001630725.2,,yes,major,putida,JQ581,Zhejiang University of Technology,303,ncbi
GCF_009746605.1,PRJNA592892,ASM974660v1,Scaffold,na,SAMN13442805,2019-12-13,GCA_009746605.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_009746605.1,,yes,major,putida,BOE100,University of Stuttgart,303,ncbi
GCF_900455645.1,PRJEB6403,43222_D01,Contig,na,SAMEA3711432,2018-08-01,GCA_900455645.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_900455645.1,,yes,major,putida,NCTC10936,SC,303,ncbi
GCF_003350225.1,PRJNA476209,ASM335022v1,Scaffold,na,SAMN09428649,2018-07-31,GCA_003350225.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_003350225.1,,yes,major,putida,HAMBI_6,University of Helsinki,303,ncbi
GCF_002094785.1,PRJNA381373,ASM209478v1,Scaffold,na,SAMN06675397,2017-04-17,GCA_002094785.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_002094785.1,,yes,major,putida,DZ-C20,Beijing Advanced Innovation Center for Food Nutrition and Human Health,303,ncbi
GCF_001542955.1,PRJNA302550,ASM154295v1,Scaffold,na,SAMN04274762,2016-01-29,GCA_001542955.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_001542955.1,,yes,major,putida,Simmons01,Oklahoma State Universtiy,303,ncbi
GCF_000875995.1,PRJDB3352,ASM87599v1,Contig,na,SAMD00023457,2015-02-04,GCA_000875995.1,full,Pseudomonas,Pseudomonas putida (g-proteobacteria),GCF_000875995.1,,yes,major,putida,KF703,National Institute of Advanced Industrial Science and Technology (AIST),303,ncbi
GCF_000412675.1,PRJDB191,ASM41267v1,Complete Genome,na,SAMD00061028,2013-06-14,GCA_000412675.1,full,Pseudomonas,Pseudomonas putida NBRC 14164 (g-proteobacteria),GCF_000412675.1,Representative Genome,yes,major,putida,NBRC 14164,National Institute of Technology and Evaluation,1211579,ncbi
