genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_026650645.1,PRJNA758392,ASM2665064v1,Complete Genome,na,SAMN22442128,2022-12-05,GCA_026650645.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650645.1,,yes,major,pseudotuberculosis,MB89,UFMG,1719,ncbi
GCF_026650805.1,PRJNA758392,ASM2665080v1,Complete Genome,na,SAMN22442120,2022-12-05,GCA_026650805.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650805.1,,yes,major,pseudotuberculosis,MB27,UFMG,1719,ncbi
GCF_026650665.1,PRJNA758392,ASM2665066v1,Complete Genome,na,SAMN22442127,2022-12-05,GCA_026650665.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650665.1,,yes,major,pseudotuberculosis,MB83,UFMG,1719,ncbi
GCF_026650465.1,PRJNA758392,ASM2665046v1,Complete Genome,na,SAMN22442139,2022-12-05,GCA_026650465.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650465.1,,yes,major,pseudotuberculosis,MB167,UFMG,1719,ncbi
GCF_026740135.1,PRJNA758392,ASM2674013v1,Complete Genome,na,SAMN22442137,2022-12-05,GCA_026740135.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026740135.1,,yes,major,pseudotuberculosis,MB165,UFMG,1719,ncbi
GCF_026648075.1,PRJNA758392,ASM2664807v1,Complete Genome,na,SAMN22442155,2022-12-05,GCA_026648075.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026648075.1,,yes,major,pseudotuberculosis,MB239,UFMG,1719,ncbi
GCF_026648185.1,PRJNA758392,ASM2664818v1,Complete Genome,na,SAMN22442154,2022-12-05,GCA_026648185.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026648185.1,,yes,major,pseudotuberculosis,MB238,UFMG,1719,ncbi
GCF_026650445.1,PRJNA758392,ASM2665044v1,Complete Genome,na,SAMN22442140,2022-12-05,GCA_026650445.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650445.1,,yes,major,pseudotuberculosis,MB168,UFMG,1719,ncbi
GCF_026650525.1,PRJNA758392,ASM2665052v1,Complete Genome,na,SAMN22442136,2022-12-05,GCA_026650525.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650525.1,,yes,major,pseudotuberculosis,MB163,UFMG,1719,ncbi
GCF_026650565.1,PRJNA758392,ASM2665056v1,Complete Genome,na,SAMN22442132,2022-12-05,GCA_026650565.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650565.1,,yes,major,pseudotuberculosis,MB124,UFMG,1719,ncbi
GCF_026650745.1,PRJNA758392,ASM2665074v1,Complete Genome,na,SAMN22442123,2022-12-05,GCA_026650745.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650745.1,,yes,major,pseudotuberculosis,MB45,UFMG,1719,ncbi
GCF_026647725.1,PRJNA758392,ASM2664772v1,Complete Genome,na,SAMN22442158,2022-12-05,GCA_026647725.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026647725.1,,yes,major,pseudotuberculosis,MB325,UFMG,1719,ncbi
GCF_026650785.1,PRJNA758392,ASM2665078v1,Complete Genome,na,SAMN22442121,2022-12-05,GCA_026650785.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650785.1,,yes,major,pseudotuberculosis,MB32,UFMG,1719,ncbi
GCF_026650765.1,PRJNA758392,ASM2665076v1,Complete Genome,na,SAMN22442122,2022-12-05,GCA_026650765.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650765.1,,yes,major,pseudotuberculosis,MB44,UFMG,1719,ncbi
GCF_026650605.1,PRJNA758392,ASM2665060v1,Complete Genome,na,SAMN22442130,2022-12-05,GCA_026650605.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650605.1,,yes,major,pseudotuberculosis,MB109,UFMG,1719,ncbi
GCF_026650265.1,PRJNA758392,ASM2665026v1,Complete Genome,na,SAMN22442149,2022-12-05,GCA_026650265.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650265.1,,yes,major,pseudotuberculosis,MB186,UFMG,1719,ncbi
GCF_026650625.1,PRJNA758392,ASM2665062v1,Complete Genome,na,SAMN22442129,2022-12-05,GCA_026650625.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650625.1,,yes,major,pseudotuberculosis,MB106,UFMG,1719,ncbi
GCF_026650425.1,PRJNA758392,ASM2665042v1,Complete Genome,na,SAMN22442141,2022-12-05,GCA_026650425.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650425.1,,yes,major,pseudotuberculosis,MB172,UFMG,1719,ncbi
GCF_001579825.2,PRJNA256958,ASM157982v2,Complete Genome,na,SAMN04260963,2020-01-16,GCA_001579825.2,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001579825.2,,yes,major,pseudotuberculosis,MB11,Federal University of Para,1719,ncbi
GCF_026650825.1,PRJNA758392,ASM2665082v1,Complete Genome,na,SAMN22442119,2022-12-05,GCA_026650825.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650825.1,,yes,major,pseudotuberculosis,MB6,UFMG,1719,ncbi
GCF_001889145.1,PRJNA340871,ASM188914v1,Complete Genome,na,SAMN05714673,2016-12-05,GCA_001889145.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001889145.1,,yes,major,pseudotuberculosis,I37,UFMG,1719,ncbi
GCF_024296985.1,PRJNA857423,ASM2429698v1,Complete Genome,na,SAMN29625301,2022-07-17,GCA_024296985.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_024296985.1,,yes,major,pseudotuberculosis,Cp_Eq_BR01,UFMG,1719,ncbi
GCF_001969145.1,PRJNA256958,ASM196914v2,Complete Genome,na,SAMN05509268,2017-09-18,GCA_001969145.2,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001969145.1,,yes,major,pseudotuberculosis,MB278,Federal University of Para,1719,ncbi
GCF_026648355.1,PRJNA758392,ASM2664835v1,Complete Genome,na,SAMN22442151,2022-12-05,GCA_026648355.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026648355.1,,yes,major,pseudotuberculosis,MB205,UFMG,1719,ncbi
GCF_901482545.1,PRJEB6403,45076_F01,Complete Genome,na,SAMEA3893442,2019-05-11,GCA_901482545.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_901482545.1,,yes,major,pseudotuberculosis,NCTC4656,SC,1719,ncbi
GCF_009762695.1,PRJNA594522,ASM976269v1,Complete Genome,na,SAMN13520223,2019-12-18,GCA_009762695.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009762695.1,,yes,major,pseudotuberculosis,MB16,UFMG,1719,ncbi
GCF_026650705.1,PRJNA758392,ASM2665070v1,Complete Genome,na,SAMN22442125,2022-12-05,GCA_026650705.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650705.1,,yes,major,pseudotuberculosis,MB52,UFMG,1719,ncbi
GCF_001969085.2,PRJNA256958,ASM196908v2,Complete Genome,na,SAMN05509281,2018-02-05,GCA_001969085.2,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001969085.2,,yes,major,pseudotuberculosis,MB295,Federal University of Para,1719,ncbi
GCF_026650545.1,PRJNA758392,ASM2665054v1,Complete Genome,na,SAMN22442135,2022-12-05,GCA_026650545.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650545.1,,yes,major,pseudotuberculosis,MB156,UFMG,1719,ncbi
GCF_026647855.1,PRJNA758392,ASM2664785v1,Complete Genome,na,SAMN22442157,2022-12-05,GCA_026647855.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026647855.1,,yes,major,pseudotuberculosis,MB292,UFMG,1719,ncbi
GCF_026648315.1,PRJNA758392,ASM2664831v1,Complete Genome,na,SAMN22442152,2022-12-05,GCA_026648315.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026648315.1,,yes,major,pseudotuberculosis,MB216,UFMG,1719,ncbi
GCF_026650405.1,PRJNA758392,ASM2665040v1,Complete Genome,na,SAMN22442142,2022-12-05,GCA_026650405.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650405.1,,yes,major,pseudotuberculosis,MB174,UFMG,1719,ncbi
GCF_026648235.1,PRJNA758392,ASM2664823v1,Complete Genome,na,SAMN22442153,2022-12-05,GCA_026648235.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026648235.1,,yes,major,pseudotuberculosis,MB235,UFMG,1719,ncbi
GCF_026650365.1,PRJNA758392,ASM2665036v1,Complete Genome,na,SAMN22442144,2022-12-05,GCA_026650365.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650365.1,,yes,major,pseudotuberculosis,MB177,UFMG,1719,ncbi
GCF_026648415.1,PRJNA758392,ASM2664841v1,Complete Genome,na,SAMN22442150,2022-12-05,GCA_026648415.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026648415.1,,yes,major,pseudotuberculosis,MB201,UFMG,1719,ncbi
GCF_026650305.1,PRJNA758392,ASM2665030v1,Complete Genome,na,SAMN22442147,2022-12-05,GCA_026650305.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650305.1,,yes,major,pseudotuberculosis,MB183,UFMG,1719,ncbi
GCF_026650345.1,PRJNA758392,ASM2665034v1,Complete Genome,na,SAMN22442145,2022-12-05,GCA_026650345.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650345.1,,yes,major,pseudotuberculosis,MB180,UFMG,1719,ncbi
GCF_026650385.1,PRJNA758392,ASM2665038v1,Complete Genome,na,SAMN22442143,2022-12-05,GCA_026650385.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650385.1,,yes,major,pseudotuberculosis,MB176,UFMG,1719,ncbi
GCF_026650485.1,PRJNA758392,ASM2665048v1,Complete Genome,na,SAMN22442138,2022-12-05,GCA_026650485.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650485.1,,yes,major,pseudotuberculosis,MB166,UFMG,1719,ncbi
GCF_001969165.3,PRJNA256958,ASM196916v3,Complete Genome,na,SAMN05509285,2019-12-16,GCA_001969165.3,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001969165.3,,yes,major,pseudotuberculosis,MB302,Federal University of Para,1719,ncbi
GCF_001922265.1,PRJNA343017,ASM192226v1,Complete Genome,na,SAMN05771874,2016-12-27,GCA_001922265.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001922265.1,,yes,major,pseudotuberculosis,MEX30,UFMG,1719,ncbi
GCF_001579885.2,PRJNA256958,ASM157988v2,Complete Genome,na,SAMN04260965,2017-09-19,GCA_001579885.2,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001579885.2,,yes,major,pseudotuberculosis,MB30,Federal University of Para,1719,ncbi
GCF_001186445.1,PRJNA271886,ASM118644v1,Complete Genome,na,SAMN03278402,2015-07-24,GCA_001186445.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001186445.1,,yes,major,pseudotuberculosis,E19,Universidade Federal do Para,1719,ncbi
GCF_001922285.1,PRJNA341961,ASM192228v1,Complete Genome,na,SAMN05729795,2016-12-27,GCA_001922285.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001922285.1,,yes,major,pseudotuberculosis,MEX31,UFMG,1719,ncbi
GCF_001867145.1,PRJNA317387,ASM186714v1,Complete Genome,na,SAMN04606562,2016-11-07,GCA_001867145.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001867145.1,,yes,major,pseudotuberculosis,46,Federal University of Minas Gerais,1719,ncbi
GCF_001867125.1,PRJNA317386,ASM186712v1,Complete Genome,na,SAMN04606561,2016-11-07,GCA_001867125.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001867125.1,,yes,major,pseudotuberculosis,43,Federal University of Minas Gerais,1719,ncbi
GCF_001047215.2,PRJNA271872,ASM104721v2,Complete Genome,na,SAMN03278295,2017-06-09,GCA_001047215.2,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001047215.2,,yes,minor,pseudotuberculosis,262,Universidade Federal do Para,1719,ncbi
GCF_026650685.1,PRJNA758392,ASM2665068v1,Complete Genome,na,SAMN22442126,2022-12-05,GCA_026650685.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_026650685.1,,yes,major,pseudotuberculosis,MB77,UFMG,1719,ncbi
GCF_001682275.1,PRJNA315157,ASM168227v1,Complete Genome,na,SAMN04550073,2016-07-08,GCA_001682275.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001682275.1,,yes,major,pseudotuberculosis,Cp13,Federal University of Minas Gerais,1719,ncbi
GCF_009762635.1,PRJNA592363,ASM976263v1,Complete Genome,na,SAMN13413453,2019-12-18,GCA_009762635.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009762635.1,,yes,major,pseudotuberculosis,sigB,UFMG,1719,ncbi
GCF_009905175.1,PRJNA592174,ASM990517v1,Complete Genome,na,SAMN13413461,2020-01-19,GCA_009905175.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009905175.1,,yes,major,pseudotuberculosis,SigD,UFMG,1719,ncbi
GCF_002009385.1,PRJNA371559,ASM200938v1,Complete Genome,na,SAMN06309613,2017-03-02,GCA_002009385.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_002009385.1,,yes,major,pseudotuberculosis,phoP,UFMG,1719,ncbi
GCF_009762655.1,PRJNA592165,ASM976265v1,Complete Genome,na,SAMN13413152,2019-12-18,GCA_009762655.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009762655.1,,yes,major,pseudotuberculosis,SigH,UFMG,1719,ncbi
GCF_002072715.1,PRJNA379440,ASM207271v1,Complete Genome,na,SAMN06607723,2017-03-27,GCA_002072715.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_002072715.1,,yes,major,pseudotuberculosis,SigmaE,UFMG,1719,ncbi
GCF_009791515.1,PRJNA594621,ASM979151v1,Complete Genome,na,SAMN13523617,2019-12-23,GCA_009791515.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009791515.1,,yes,major,pseudotuberculosis,SigM,UFMG,1719,ncbi
GCF_009930775.1,PRJNA548935,ASM993077v1,Complete Genome,na,SAMN12059905,2020-01-27,GCA_009930775.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009930775.1,,yes,major,pseudotuberculosis,sigC,UFMG,1719,ncbi
GCF_000730445.1,PRJNA254110,ASM73044v1,Complete Genome,na,SAMN02899789,2014-07-17,GCA_000730445.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_000730445.1,,yes,major,pseudotuberculosis,Ft_2193/67,"Oslo University Hospital, Rikshopitalet",1719,ncbi
GCF_008462025.1,PRJNA516407,ASM846202v1,Complete Genome,na,SAMN10788327,2019-09-17,GCA_008462025.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_008462025.1,,yes,major,pseudotuberculosis,E14,UFMG,1719,ncbi
GCF_006974065.1,PRJNA518070,ASM697406v1,Complete Genome,na,SAMN10851977,2019-07-15,GCA_006974065.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_006974065.1,,yes,major,pseudotuberculosis,OVICCA32,UFMG,1719,ncbi
GCF_006974085.1,PRJNA516402,ASM697408v1,Complete Genome,na,SAMN10788293,2019-07-15,GCA_006974085.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_006974085.1,,yes,major,pseudotuberculosis,E9,UFMG,1719,ncbi
GCF_000730405.1,PRJNA254109,ASM73040v1,Complete Genome,na,SAMN02899788,2014-07-17,GCA_000730405.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_000730405.1,,yes,major,pseudotuberculosis,CS_10,"Oslo University Hospital, Rikshopitalet",1719,ncbi
GCF_000730365.1,PRJNA254108,ASM73036v1,Complete Genome,na,SAMN02899720,2014-07-17,GCA_000730365.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_000730365.1,,yes,major,pseudotuberculosis,48252,"Oslo University Hospital, Rikshopitalet",1719,ncbi
GCF_004332355.1,PRJNA520799,ASM433235v1,Complete Genome,na,SAMN10867916,2019-03-07,GCA_004332355.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_004332355.1,,yes,major,pseudotuberculosis,38MAT,UFMG,1719,ncbi
GCF_004323775.1,PRJNA516221,ASM432377v1,Complete Genome,na,SAMN10785290,2019-03-04,GCA_004323775.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_004323775.1,,yes,major,pseudotuberculosis,Cap1R,UFMG,1719,ncbi
GCF_001989595.1,PRJNA360811,ASM198959v1,Complete Genome,na,SAMN06214720,2017-02-07,GCA_001989595.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001989595.1,,yes,major,pseudotuberculosis,PA04,Universidade Federal do Para,1719,ncbi
GCF_009791415.1,PRJNA594528,ASM979141v1,Complete Genome,na,SAMN13520512,2019-12-23,GCA_009791415.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009791415.1,,yes,major,pseudotuberculosis,206,UFMG,1719,ncbi
GCF_009789115.1,PRJNA594532,ASM978911v1,Complete Genome,na,SAMN13520544,2019-12-21,GCA_009789115.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009789115.1,,yes,major,pseudotuberculosis,133,UFMG,1719,ncbi
GCF_009759745.1,PRJNA594508,ASM975974v1,Complete Genome,na,SAMN13519820,2019-12-17,GCA_009759745.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009759745.1,,yes,major,pseudotuberculosis,17,UFMG,1719,ncbi
GCF_009789135.1,PRJNA594547,ASM978913v1,Complete Genome,na,SAMN13520993,2019-12-21,GCA_009789135.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009789135.1,,yes,major,pseudotuberculosis,414,UFMG,1719,ncbi
GCF_001026945.2,PRJNA273364,ASM102694v2,Complete Genome,na,SAMN03290960,2020-01-27,GCA_001026945.2,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001026945.2,,yes,major,pseudotuberculosis,29156,Federal University of Minas Gerais,1719,ncbi
GCF_001456175.1,PRJNA302777,ASM145617v1,Complete Genome,na,SAMN04276898,2015-12-03,GCA_001456175.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_001456175.1,,yes,major,pseudotuberculosis,PA01,Universidade Federal do Para,1719,ncbi
GCF_004353245.1,PRJNA516222,ASM435324v1,Complete Genome,na,SAMN10785291,2019-03-15,GCA_004353245.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_004353245.1,,yes,major,pseudotuberculosis,E7,UFMG,1719,ncbi
GCF_009759725.1,PRJNA594507,ASM975972v1,Complete Genome,na,SAMN13519819,2019-12-17,GCA_009759725.1,full,Corynebacterium,Corynebacterium pseudotuberculosis (high G+C Gram-positive bacteria),GCF_009759725.1,,yes,major,pseudotuberculosis,SP165,UFMG,1719,ncbi
