genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_021172185.1,PRJNA785077,ASM2117218v1,Complete Genome,na,SAMN23526796,2021-12-13,GCA_021172185.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_021172185.1,,yes,major,subtilis,NIB353,Kangwon National University,1423,ncbi
GCF_024799885.1,PRJNA872770,ASM2479988v1,Complete Genome,na,SAMN30470311,2022-08-31,GCA_024799885.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_024799885.1,,yes,major,subtilis,SRCM117108,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_001704095.1,PRJNA338086,ASM170409v1,Complete Genome,na,SAMN05520947,2016-08-12,GCA_001704095.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_001704095.1,,yes,major,subtilis,HJ0-6,National Academy of Agrigultural Science,1423,ncbi
GCF_000952895.1,PRJEB7328,BS34ACh,Complete Genome,na,SAMEA2247639,2014-11-20,GCA_000952895.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_000952895.1,,yes,major,subtilis,BS34A,LEIDEN UNIVERSITY MEDICAL CENTER,1423,ncbi
GCF_022453545.1,PRJNA808224,ASM2245354v1,Complete Genome,na,SAMN26037833,2022-03-03,GCA_022453545.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_022453545.1,,yes,major,subtilis,YB-15,Henan Academy of Agricultural Sciences,1423,ncbi
GCF_004119775.1,PRJNA516720,ASM411977v1,Complete Genome,na,SAMN10796306,2019-01-30,GCA_004119775.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004119775.1,,yes,major,subtilis,SRCM103612,Chunlab,1423,ncbi
GCF_009662195.1,PRJNA587401,ASM966219v1,Complete Genome,na,SAMN13190550,2019-11-14,GCA_009662195.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662195.1,,yes,major,subtilis,MB8_B10,Technical University of Denmark,1423,ncbi
GCF_009662255.1,PRJNA587401,ASM966225v1,Complete Genome,na,SAMN13190551,2019-11-14,GCA_009662255.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662255.1,,yes,major,subtilis,MB8_B1,Technical University of Denmark,1423,ncbi
GCF_021398545.1,PRJNA788304,ASM2139854v1,Complete Genome,na,SAMN23961033,2022-01-10,GCA_021398545.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_021398545.1,,yes,major,subtilis,Bsi,"Institute of Oceanology, Chinese Academy of Sciences",1423,ncbi
GCF_023078435.1,PRJNA826691,ASM2307843v1,Complete Genome,na,SAMN27578149,2022-04-21,GCA_023078435.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_023078435.1,,yes,major,subtilis,N4,Fujian Agriculture and Forestry University,1423,ncbi
GCF_009363835.1,PRJNA578252,ASM936383v1,Complete Genome,na,SAMN13053465,2019-10-28,GCA_009363835.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009363835.1,,yes,major,subtilis,JAAA,"Graduate School at Shenzhen, Tsinghua University",1423,ncbi
GCF_019704475.1,PRJDB8028,ASM1970447v1,Complete Genome,na,SAMD00163116,2021-05-14,GCA_019704475.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019704475.1,,yes,major,subtilis,BEST3145,"NODAI Genome Research Center, Tokyo University of Agriculture",1423,ncbi
GCF_016065415.1,PRJNA683031,ASM1606541v1,Complete Genome,na,SAMN17016247,2020-12-15,GCA_016065415.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_016065415.1,,yes,major,subtilis,LBUM979,Universite de Moncton,1423,ncbi
GCF_019931715.1,PRJNA760656,ASM1993171v1,Complete Genome,na,SAMN21220196,2021-09-13,GCA_019931715.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019931715.1,,yes,major,subtilis,FJAT-4,Agricultural Bioresources Research Institute,1423,ncbi
GCF_013388335.1,PRJNA641411,ASM1338833v1,Complete Genome,na,SAMN15352467,2020-07-04,GCA_013388335.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_013388335.1,,yes,major,subtilis,SP1,"BTU Cottbus-Senftenberg, Institute of Biotechnology",1423,ncbi
GCF_024752515.1,PRJNA871809,ASM2475251v1,Complete Genome,na,SAMN30429267,2022-08-28,GCA_024752515.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_024752515.1,,yes,major,subtilis,0137,Northwest Minzu University,1423,ncbi
GCF_022700955.1,PRJNA673050,ASM2270095v1,Complete Genome,na,SAMN16585349,2022-03-28,GCA_022700955.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_022700955.1,,yes,major,subtilis,N1303-2Ay,microbial pathogenic ecology group,1423,ncbi
GCF_022700975.1,PRJNA673045,ASM2270097v1,Complete Genome,na,SAMN16585299,2022-03-28,GCA_022700975.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_022700975.1,,yes,major,subtilis,N1282-4at,microbial pathogenic ecology group,1423,ncbi
GCF_022700935.1,PRJNA673049,ASM2270093v1,Complete Genome,na,SAMN16585340,2022-03-28,GCA_022700935.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_022700935.1,,yes,major,subtilis,N1108-5at,microbial pathogenic ecology group,1423,ncbi
GCF_022700895.1,PRJNA673053,ASM2270089v1,Complete Genome,na,SAMN16585431,2022-03-28,GCA_022700895.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_022700895.1,,yes,major,subtilis,N1142-3at,microbial pathogenic ecology group,1423,ncbi
GCF_009662435.1,PRJNA587401,ASM966243v1,Complete Genome,na,SAMN13190559,2019-11-14,GCA_009662435.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662435.1,,yes,major,subtilis,P8_B1,Technical University of Denmark,1423,ncbi
GCF_009662415.1,PRJNA587401,ASM966241v1,Complete Genome,na,SAMN13190561,2019-11-14,GCA_009662415.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662415.1,,yes,major,subtilis,P8_B3,Technical University of Denmark,1423,ncbi
GCF_000789295.1,PRJNA268543,ASM78929v1,Complete Genome,na,SAMN03222590,2014-12-04,GCA_000789295.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_000789295.1,,yes,major,subtilis,PS832,Medical University of Gdansk,1423,ncbi
GCF_003610955.1,PRJNA490410,ASM361095v1,Complete Genome,na,SAMN10036094,2018-10-03,GCA_003610955.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_003610955.1,,yes,major,subtilis,WB800N,Korea Research Institute of Bioscience and Biotechnology (KRIBB),1423,ncbi
GCF_009913515.1,PRJNA438180,ASM991351v1,Complete Genome,na,SAMN08707591,2020-01-22,GCA_009913515.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009913515.1,,yes,major,subtilis,SRCM102748,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_018884165.1,PRJNA668645,ASM1888416v1,Complete Genome,na,SAMN16416354,2021-06-15,GCA_018884165.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_018884165.1,,yes,major,subtilis,s-16,Inner Mongolia Agricultural University,1423,ncbi
GCF_009866865.1,PRJNA391232,ASM986686v1,Complete Genome,na,SAMN07259745,2020-01-14,GCA_009866865.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009866865.1,,yes,major,subtilis,7PJ-16,Southwest University,1423,ncbi
GCF_019704355.1,PRJDB8028,ASM1970435v1,Complete Genome,na,SAMD00163110,2021-05-14,GCA_019704355.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019704355.1,,yes,major,subtilis,BEST3096,"NODAI Genome Research Center, Tokyo University of Agriculture",1423,ncbi
GCF_004101365.1,PRJNA515109,ASM410136v1,Complete Genome,na,SAMN10742278,2019-01-22,GCA_004101365.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004101365.1,,yes,major,subtilis,SRCM103886,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_014879275.1,PRJNA666880,ASM1487927v1,Complete Genome,na,SAMN16330026,2020-10-12,GCA_014879275.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_014879275.1,,yes,major,subtilis,CV16,Universidade Estadual de Londrina - UEL,1423,ncbi
GCF_002269195.1,PRJNA384709,ASM226919v1,Complete Genome,na,SAMN07482641,2017-08-24,GCA_002269195.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_002269195.1,,yes,major,subtilis,DKU_NT_03,Dankook University,1423,ncbi
GCF_001604995.1,PRJNA316530,ASM160499v1,Complete Genome,na,SAMN04585399,2016-03-31,GCA_001604995.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_001604995.1,,yes,major,subtilis,SZMC 6179J,University of Szeged,1423,ncbi
GCF_019704375.1,PRJDB8028,ASM1970437v1,Complete Genome,na,SAMD00163111,2021-05-14,GCA_019704375.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019704375.1,,yes,major,subtilis,BEST3102,"NODAI Genome Research Center, Tokyo University of Agriculture",1423,ncbi
GCF_019704335.1,PRJDB8028,ASM1970433v1,Complete Genome,na,SAMD00163109,2021-05-14,GCA_019704335.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019704335.1,,yes,major,subtilis,BEST3095,"NODAI Genome Research Center, Tokyo University of Agriculture",1423,ncbi
GCF_019704455.1,PRJDB8028,ASM1970445v1,Complete Genome,na,SAMD00163115,2021-05-14,GCA_019704455.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019704455.1,,yes,major,subtilis,BEST3136,"NODAI Genome Research Center, Tokyo University of Agriculture",1423,ncbi
GCF_019704415.1,PRJDB8028,ASM1970441v1,Complete Genome,na,SAMD00163113,2021-05-14,GCA_019704415.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019704415.1,,yes,major,subtilis,BEST3109,"NODAI Genome Research Center, Tokyo University of Agriculture",1423,ncbi
GCF_009913535.1,PRJNA438180,ASM991353v1,Complete Genome,na,SAMN08707592,2020-01-22,GCA_009913535.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009913535.1,,yes,major,subtilis,SRCM102749,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_004103535.1,PRJNA515340,ASM410353v1,Complete Genome,na,SAMN10754103,2019-01-23,GCA_004103535.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004103535.1,,yes,major,subtilis,SRCM103517,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_019704395.1,PRJDB8028,ASM1970439v1,Complete Genome,na,SAMD00163112,2021-05-14,GCA_019704395.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019704395.1,,yes,major,subtilis,BEST3106,"NODAI Genome Research Center, Tokyo University of Agriculture",1423,ncbi
GCF_009662215.1,PRJNA587401,ASM966221v1,Complete Genome,na,SAMN13190552,2019-11-14,GCA_009662215.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662215.1,,yes,major,subtilis,MB8_B7,Technical University of Denmark,1423,ncbi
GCF_019704435.1,PRJDB8028,ASM1970443v1,Complete Genome,na,SAMD00163114,2021-05-14,GCA_019704435.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019704435.1,,yes,major,subtilis,BEST3125,"NODAI Genome Research Center, Tokyo University of Agriculture",1423,ncbi
GCF_015602625.1,PRJNA594092,ASM1560262v1,Complete Genome,na,SAMN13503694,2020-11-19,GCA_015602625.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_015602625.1,,yes,major,subtilis,R31,Zhongkai University of Agriculture and Engineering,1423,ncbi
GCF_001747445.1,PRJNA286056,ASM174744v1,Complete Genome,na,SAMN03764478,2016-09-28,GCA_001747445.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_001747445.1,,yes,major,subtilis,HRBS-10TDI13,Seoul National University,1423,ncbi
GCF_009497815.1,PRJNA487145,ASM949781v1,Complete Genome,na,SAMN09874192,2019-11-04,GCA_009497815.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009497815.1,,yes,major,subtilis,HMNig-2,National research centre,1423,ncbi
GCF_002893805.1,PRJNA427857,ASM289380v1,Complete Genome,na,SAMN08275181,2018-01-21,GCA_002893805.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_002893805.1,,yes,major,subtilis,BJ3-2,GuiZhou University,1423,ncbi
GCF_019464335.1,PRJNA750591,ASM1946433v1,Complete Genome,na,SAMN20474411,2021-08-09,GCA_019464335.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_019464335.1,,yes,major,subtilis,HD15,World Institute of Kimchi,1423,ncbi
GCF_009662275.1,PRJNA587401,ASM966227v1,Complete Genome,na,SAMN13190548,2019-11-14,GCA_009662275.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662275.1,,yes,major,subtilis,73,Technical University of Denmark,1423,ncbi
GCF_001720505.1,PRJNA341308,ASM172050v1,Complete Genome,na,SAMN05717667,2016-09-07,GCA_001720505.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_001720505.1,,yes,major,subtilis,BS16045,Chonbuk National University,1423,ncbi
GCF_022654795.1,PRJNA813968,ASM2265479v1,Complete Genome,na,SAMN26533862,2022-03-21,GCA_022654795.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_022654795.1,,yes,major,subtilis,H2,"College of Life Science, Guizhou University",1423,ncbi
GCF_009662235.1,PRJNA587401,ASM966223v1,Complete Genome,na,SAMN13190549,2019-11-14,GCA_009662235.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662235.1,,yes,major,subtilis,75,Technical University of Denmark,1423,ncbi
GCF_017753785.1,PRJNA718352,ASM1775378v1,Complete Genome,na,SAMN18529738,2021-04-05,GCA_017753785.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_017753785.1,,yes,major,subtilis,YB-04,Henan Academy of Agricultural Sciences,1423,ncbi
GCF_023521275.1,PRJNA398615,ASM2352127v1,Complete Genome,na,SAMN08362829,2022-05-23,GCA_023521275.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_023521275.1,,yes,major,subtilis,PK5_68,King Abdullah University of Science and Technology,1423,ncbi
GCF_024802585.1,PRJNA872815,ASM2480258v1,Complete Genome,na,SAMN30470340,2022-08-31,GCA_024802585.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_024802585.1,,yes,major,subtilis,SRCM115947,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_024508095.1,PRJNA607328,ASM2450809v1,Complete Genome,na,SAMN29939555,2022-08-03,GCA_024508095.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_024508095.1,,yes,major,subtilis,RUB331,Lawrence Berkeley National Laboratory,1423,ncbi
GCF_004101445.1,PRJNA515115,ASM410144v1,Complete Genome,na,SAMN10742284,2019-01-22,GCA_004101445.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004101445.1,,yes,major,subtilis,SRCM103881,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_023521635.1,PRJNA398615,ASM2352163v1,Complete Genome,na,SAMN08362825,2022-05-23,GCA_023521635.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_023521635.1,,yes,major,subtilis,PK1_2,King Abdullah University of Science and Technology,1423,ncbi
GCF_009913595.1,PRJNA438180,ASM991359v1,Complete Genome,na,SAMN08707595,2020-01-22,GCA_009913595.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009913595.1,,yes,major,subtilis,SRCM102756,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_004119695.1,PRJNA516543,ASM411969v1,Complete Genome,na,SAMN10790884,2019-01-30,GCA_004119695.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004119695.1,,yes,major,subtilis,SRCM103837,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_004119715.1,PRJNA516542,ASM411971v1,Complete Genome,na,SAMN10790883,2019-01-30,GCA_004119715.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004119715.1,,yes,major,subtilis,SRCM103835,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_002096095.1,PRJNA381127,ASM209609v1,Complete Genome,na,SAMN06670765,2017-04-18,GCA_002096095.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_002096095.1,,yes,major,subtilis,Bs-115,Harbin University of Commerce,1423,ncbi
GCF_002982175.1,PRJNA378318,ASM298217v1,Complete Genome,na,SAMN06544785,2018-03-08,GCA_002982175.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_002982175.1,,yes,major,subtilis,ATCC 21228,Kyungpook National University,1423,ncbi
GCF_001890405.1,PRJNA355020,ASM189040v1,Complete Genome,na,SAMN06060088,2016-12-07,GCA_001890405.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_001890405.1,,yes,major,subtilis,KH2,Chinese Academy of Medical Sciences & Peking Union Medical College,1423,ncbi
GCF_004101425.1,PRJNA515113,ASM410142v1,Complete Genome,na,SAMN10742282,2019-01-22,GCA_004101425.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004101425.1,,yes,major,subtilis,SRCM104005,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_015654205.1,PRJNA675018,ASM1565420v1,Complete Genome,na,SAMN16686676,2020-11-23,GCA_015654205.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_015654205.1,,yes,major,subtilis,SH1,Kyungpook National University,1423,ncbi
GCF_004103595.1,PRJNA515369,ASM410359v1,Complete Genome,na,SAMN10754256,2019-01-23,GCA_004103595.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004103595.1,,yes,major,subtilis,SRCM103571,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_004101345.1,PRJNA515102,ASM410134v1,Complete Genome,na,SAMN10742270,2019-01-22,GCA_004101345.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004101345.1,,yes,major,subtilis,SRCM103862,Chunlab,1423,ncbi
GCF_004119815.1,PRJNA516729,ASM411981v1,Complete Genome,na,SAMN10797245,2019-01-30,GCA_004119815.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004119815.1,,yes,major,subtilis,SRCM103629,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_008831405.1,PRJNA563138,ASM883140v1,Complete Genome,na,SAMN12669139,2019-10-07,GCA_008831405.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_008831405.1,,yes,major,subtilis,ms-2,"Third Institute of Oceanography, Ministry of Natural Resources",1423,ncbi
GCF_004119655.1,PRJNA516541,ASM411965v1,Complete Genome,na,SAMN10790882,2019-01-30,GCA_004119655.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004119655.1,,yes,major,subtilis,SRCM103581,Chunlab,1423,ncbi
GCF_024800645.1,PRJNA872819,ASM2480064v1,Complete Genome,na,SAMN30470963,2022-08-31,GCA_024800645.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_024800645.1,,yes,major,subtilis,SRCM117508,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_004119835.1,PRJNA516722,ASM411983v1,Complete Genome,na,SAMN10796308,2019-01-30,GCA_004119835.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004119835.1,,yes,major,subtilis,SRCM103622,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_001902555.1,PRJNA349089,ASM190255v1,Complete Genome,na,SAMN05920240,2016-12-09,GCA_001902555.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_001902555.1,,yes,major,subtilis,29R7-12,Shanghai Ocean University,1423,ncbi
GCF_006165085.1,PRJNA385219,ASM616508v1,Complete Genome,na,SAMN06885112,2019-06-10,GCA_006165085.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_006165085.1,,yes,major,subtilis,SEM-9,The Sericulture and Agri-Food Research Institute,1423,ncbi
GCF_021497525.1,PRJNA678455,ASM2149752v1,Complete Genome,na,SAMN16801779,2022-01-18,GCA_021497525.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_021497525.1,,yes,major,subtilis,JNFE1126,Jiangnan University,1423,ncbi
GCF_003148355.1,PRJNA471598,ASM314835v2,Complete Genome,na,SAMN09212889,2018-09-19,GCA_003148355.2,full,Bacillus,Bacillus subtilis (firmicutes),GCF_003148355.1,,yes,major,subtilis,QB61,Chinese academy of tropical agricultral sciences,1423,ncbi
GCF_024918995.1,PRJNA872299,ASM2491899v1,Complete Genome,na,SAMN30450879,2022-09-04,GCA_024918995.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_024918995.1,,yes,major,subtilis,PN176 (HK176),Pulmuone Institute of Technology,1423,ncbi
GCF_009857115.1,PRJNA598770,ASM985711v1,Complete Genome,na,SAMN13715497,2020-01-12,GCA_009857115.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009857115.1,,yes,major,subtilis,GOT9,Chung-Ang University,1423,ncbi
GCF_023650935.1,PRJNA843225,ASM2365093v1,Complete Genome,na,SAMN28724347,2022-06-06,GCA_023650935.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_023650935.1,,yes,major,subtilis,SPC-17-3,Sichuan Normal University,1423,ncbi
GCF_023702515.1,PRJNA846091,ASM2370251v1,Complete Genome,na,SAMN28868087,2022-06-12,GCA_023702515.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_023702515.1,,yes,major,subtilis,NB205,China Agricultural University,1423,ncbi
GCF_004101405.1,PRJNA515110,ASM410140v1,Complete Genome,na,SAMN10742280,2019-01-22,GCA_004101405.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004101405.1,,yes,major,subtilis,SRCM103923,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_025021505.1,PRJNA875553,ASM2502150v1,Complete Genome,na,SAMN30618680,2022-09-07,GCA_025021505.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_025021505.1,,yes,major,subtilis,SRCM117109,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_009884005.1,PRJNA600041,ASM988400v1,Complete Genome,na,SAMN13781157,2020-01-15,GCA_009884005.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009884005.1,,yes,major,subtilis,BJQ0005,Beijing Technology and Business University,1423,ncbi
GCF_004101465.1,PRJNA515116,ASM410146v1,Complete Genome,na,SAMN10742484,2019-01-22,GCA_004101465.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004101465.1,,yes,major,subtilis,SRCM103971,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_004119555.1,PRJNA516530,ASM411955v1,Complete Genome,na,SAMN10790856,2019-01-30,GCA_004119555.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004119555.1,,yes,major,subtilis,SRCM103641,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_004101945.1,PRJNA397501,ASM410194v1,Complete Genome,na,SAMN07460133,2019-01-22,GCA_004101945.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_004101945.1,,yes,major,subtilis,ATCC 11774,Kyungpook National University,1423,ncbi
GCF_021497545.1,PRJNA678455,ASM2149754v1,Complete Genome,na,SAMN16801778,2022-01-18,GCA_021497545.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_021497545.1,,yes,major,subtilis,JNFE0126,Jiangnan University,1423,ncbi
GCF_015535655.1,PRJNA594094,ASM1553565v1,Complete Genome,na,SAMN13503695,2020-11-17,GCA_015535655.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_015535655.1,,yes,major,subtilis,TR21,Zhongkai University of Agriculture and Engineering,1423,ncbi
GCF_009662155.1,PRJNA587401,ASM966215v1,Complete Genome,na,SAMN13190554,2019-11-14,GCA_009662155.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662155.1,,yes,major,subtilis,MB9_B4,Technical University of Denmark,1423,ncbi
GCF_009662335.1,PRJNA587401,ASM966233v1,Complete Genome,na,SAMN13190558,2019-11-14,GCA_009662335.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009662335.1,,yes,major,subtilis,P5_B2,Technical University of Denmark,1423,ncbi
GCF_009913395.1,PRJNA438180,ASM991339v1,Complete Genome,na,SAMN08707588,2020-01-22,GCA_009913395.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_009913395.1,,yes,major,subtilis,SRCM102745,Microbial Institute for Fermentation Industry,1423,ncbi
GCF_013285325.1,PRJNA635218,ASM1328532v1,Complete Genome,na,SAMN15069579,2020-06-08,GCA_013285325.1,full,Bacillus,Bacillus subtilis (firmicutes),GCF_013285325.1,,yes,major,subtilis,JCL16,Huaiyin Institute of Technology,1423,ncbi
