genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_007994395.1,PRJNA341680,ASM799439v1,Contig,na,SAMN05583226,2019-08-02,GCA_007994395.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007994395.1,,yes,major,paralicheniformis,BAC-12620,NIZO food research,1648923,ncbi
GCF_002849425.1,PRJNA360479,ASM284942v1,Scaffold,na,SAMN06211261,2018-01-02,GCA_002849425.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_002849425.1,,yes,major,paralicheniformis,KMS 80,"ICAR-Indian Agricultural Research Institute, New Delhi",1648923,ncbi
GCF_007831095.1,PRJNA341680,ASM783109v1,Scaffold,na,SAMN05583301,2019-08-02,GCA_007831095.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831095.1,,yes,major,paralicheniformis,B-14251,NIZO food research,1648923,ncbi
GCF_009690825.1,PRJNA580480,ASM969082v1,Contig,na,SAMN13160357,2019-11-22,GCA_009690825.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_009690825.1,,yes,major,paralicheniformis,7WI3,University of Guelph,1648923,ncbi
GCF_009690855.1,PRJNA580480,ASM969085v1,Contig,na,SAMN13160359,2019-11-22,GCA_009690855.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_009690855.1,,yes,major,paralicheniformis,9MF010a,University of Guelph,1648923,ncbi
GCF_009690865.1,PRJNA580480,ASM969086v1,Contig,na,SAMN13160358,2019-11-22,GCA_009690865.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_009690865.1,,yes,major,paralicheniformis,9MF10b,University of Guelph,1648923,ncbi
GCF_009690925.1,PRJNA580480,ASM969092v1,Contig,na,SAMN13160356,2019-11-22,GCA_009690925.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_009690925.1,,yes,major,paralicheniformis,7CS50,University of Guelph,1648923,ncbi
GCF_001925105.1,PRJNA296449,ASM192510v1,Scaffold,na,SAMN04127604,2016-12-30,GCA_001925105.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_001925105.1,,yes,major,paralicheniformis,B4125,TIFN,1648923,ncbi
GCF_019037485.1,PRJNA728748,ASM1903748v1,Contig,na,SAMN19102903,2021-06-25,GCA_019037485.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_019037485.1,,yes,major,paralicheniformis,179-I 1C1 HS,"Jet Propulsion Laboratory, California Institute of Technology",1648923,ncbi
GCF_902363785.1,PRJEB33885,MGYG-HGUT-00147,Scaffold,na,SAMEA5849648,2019-08-22,GCA_902363785.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_902363785.1,,yes,major,paralicheniformis,MGYG-HGUT-00147,EMG,1648923,ncbi
GCF_022953115.1,PRJNA822385,ASM2295311v1,Contig,na,SAMN27182028,2022-04-12,GCA_022953115.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_022953115.1,,yes,major,paralicheniformis,GSFE7,The University of Jordan,1648923,ncbi
GCF_015845295.1,PRJNA283717,ASM1584529v1,Scaffold,na,SAMN03654289,2020-12-08,GCA_015845295.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_015845295.1,,yes,major,paralicheniformis,G25-100,Institute of Life Sciences and Technology,1648923,ncbi
GCF_012027855.1,PRJNA524186,ASM1202785v1,Contig,na,SAMN11022474,2020-04-03,GCA_012027855.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_012027855.1,,yes,major,paralicheniformis,SW536,South Dakota State University,1648923,ncbi
GCF_007113895.2,PRJNA514185,ASM711389v2,Contig,na,SAMN10721045,2019-08-27,GCA_007113895.2,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007113895.2,,yes,major,paralicheniformis,TRQ65,Instituto tecnologico de Sonroa,1648923,ncbi
GCF_018195595.1,PRJNA724655,ASM1819559v1,Scaffold,na,SAMN18843950,2021-04-28,GCA_018195595.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_018195595.1,,yes,major,paralicheniformis,bcasdu2018/01,Regional Centre for Biotechnology,1648923,ncbi
GCF_019336205.1,PRJNA744714,ASM1933620v1,Contig,na,SAMN19006114,2021-07-25,GCA_019336205.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_019336205.1,,yes,major,paralicheniformis,BIK4,ICAR Indian Institute of Rice Research,1648923,ncbi
GCF_024623095.1,PRJNA856830,ASM2462309v1,Contig,na,SAMN29593101,2022-08-10,GCA_024623095.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_024623095.1,,yes,major,paralicheniformis,DSM 28591,RWTH Aachen University Hospital,1648923,ncbi
GCF_007831335.1,PRJNA341680,ASM783133v1,Scaffold,na,SAMN05583288,2019-08-02,GCA_007831335.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831335.1,,yes,major,paralicheniformis,DSM 11258,NIZO food research,1648923,ncbi
GCF_015557955.1,PRJNA637878,ASM1555795v1,Scaffold,na,SAMN15532597,2020-11-17,GCA_015557955.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_015557955.1,,yes,major,paralicheniformis,J1101004_170508_G4,Icahn School of Medicine at Mount Sinai,1648923,ncbi
GCF_001939545.1,PRJNA342746,ASM193954v1,Contig,na,SAMN05767741,2017-01-09,GCA_001939545.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_001939545.1,,yes,major,paralicheniformis,167/2,Agricultural Research Organisation - volcani center - Israel,1648923,ncbi
GCF_018332935.1,PRJDB11087,ASM1833293v1,Scaffold,na,SAMD00277598,2021-03-26,GCA_018332935.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_018332935.1,,yes,major,paralicheniformis,J36TS2,National Agriculture and Food Research Organization,1648923,ncbi
GCF_007831395.1,PRJNA341680,ASM783139v1,Contig,na,SAMN05583284,2019-08-02,GCA_007831395.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831395.1,,yes,major,paralicheniformis,BAC-19468,NIZO food research,1648923,ncbi
GCF_007832305.1,PRJNA341680,ASM783230v1,Scaffold,na,SAMN05583254,2019-08-02,GCA_007832305.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007832305.1,,yes,major,paralicheniformis,BAC-14817,NIZO food research,1648923,ncbi
GCF_024464535.1,PRJNA848808,ASM2446453v1,Contig,na,SAMN29007214,2022-07-27,GCA_024464535.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_024464535.1,,yes,major,paralicheniformis,MHN12,Maharshi dayanand university,1648923,ncbi
GCF_009935615.1,PRJNA390877,ASM993561v1,Scaffold,na,SAMN07267326,2020-01-27,GCA_009935615.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_009935615.1,,yes,major,paralicheniformis,6-1,China Agricultural University,1648923,ncbi
GCF_001188525.1,PRJNA287302,ASM118852v1,Contig,na,SAMN03780440,2015-07-29,GCA_001188525.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_001188525.1,,yes,major,paralicheniformis,S127,Agricultural Research Organisation,1648923,ncbi
GCF_019738955.1,PRJNA753677,ASM1973895v1,Contig,na,SAMN20703606,2021-08-24,GCA_019738955.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_019738955.1,,yes,major,paralicheniformis,G9H01,University of Science and Technology Beijing,1648923,ncbi
GCF_016786285.1,PRJNA680612,Bac_Para_940_3.1.1,Scaffold,na,SAMN16895636,2021-02-01,GCA_016786285.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_016786285.1,,yes,major,paralicheniformis,B940,CNRST,1648923,ncbi
GCF_015547165.1,PRJNA637878,ASM1554716v1,Scaffold,na,SAMN15532916,2020-11-17,GCA_015547165.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_015547165.1,,yes,major,paralicheniformis,J1101004_170508_A4,Icahn School of Medicine at Mount Sinai,1648923,ncbi
GCF_008368495.1,PRJNA506655,ASM836849v1,Scaffold,na,SAMN10470865,2019-09-10,GCA_008368495.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_008368495.1,,yes,major,paralicheniformis,C32,Chr-Hansen,1648923,ncbi
GCF_000746885.1,PRJNA243587,BLA,Scaffold,na,SAMN02739298,2014-09-02,GCA_000746885.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_000746885.1,,yes,major,paralicheniformis,ATCC 12759,Los Alamos National Laboratory,1648923,ncbi
GCF_022952805.1,PRJNA824263,ASM2295280v1,Contig,na,SAMN27398165,2022-04-12,GCA_022952805.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_022952805.1,,yes,major,paralicheniformis,LB1-A1,NIBGE,1648923,ncbi
GCF_008368485.1,PRJNA506655,ASM836848v1,Scaffold,na,SAMN10470866,2019-09-10,GCA_008368485.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_008368485.1,,yes,major,paralicheniformis,C34,Chr-Hansen,1648923,ncbi
GCF_019036955.1,PRJNA728748,ASM1903695v1,Scaffold,na,SAMN19102909,2021-06-25,GCA_019036955.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_019036955.1,,yes,major,paralicheniformis,179-K 3C1 HS,"Jet Propulsion Laboratory, California Institute of Technology",1648923,ncbi
GCF_004282815.1,PRJNA476244,ASM428281v1,Contig,na,SAMN10888088,2019-02-20,GCA_004282815.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_004282815.1,,yes,major,paralicheniformis,TS6,Nicolaus Copernicus University,1648923,ncbi
GCF_020564665.1,PRJNA771648,ASM2056466v1,Scaffold,na,SAMN22328227,2021-10-25,GCA_020564665.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_020564665.1,,yes,major,paralicheniformis,IH3,CSIR-Central Salt and Marine Chemicals Research Institute,1648923,ncbi
GCF_007831955.1,PRJNA341680,ASM783195v1,Scaffold,na,SAMN05583313,2019-08-02,GCA_007831955.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831955.1,,yes,major,paralicheniformis,NCTC 962,NIZO food research,1648923,ncbi
GCF_005047705.1,PRJNA493554,ASM504770v1,Contig,na,SAMN11381951,2019-05-01,GCA_005047705.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_005047705.1,,yes,major,paralicheniformis,UBBLI-30,Unique Biotech Limited,1648923,ncbi
GCF_001925045.1,PRJNA296449,ASM192504v1,Contig,na,SAMN04127601,2016-12-30,GCA_001925045.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_001925045.1,,yes,major,paralicheniformis,B4121,TIFN,1648923,ncbi
GCF_004296375.1,PRJNA421869,ASM429637v1,Contig,na,SAMN08159264,2019-02-25,GCA_004296375.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_004296375.1,,yes,major,paralicheniformis,BH19,Universidade de Sao Paulo,1648923,ncbi
GCF_002998255.1,PRJNA436554,ASM299825v1,Contig,na,SAMN08634208,2018-03-14,GCA_002998255.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_002998255.1,,yes,major,paralicheniformis,NMSW12,Rainer Borriss's shared submissions,1648923,ncbi
GCF_009935535.1,PRJNA390877,ASM993553v1,Scaffold,na,SAMN07267329,2020-01-27,GCA_009935535.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_009935535.1,,yes,major,paralicheniformis,9-1,China Agricultural University,1648923,ncbi
GCF_007830915.1,PRJNA341680,ASM783091v1,Scaffold,na,SAMN05583218,2019-08-02,GCA_007830915.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007830915.1,,yes,major,paralicheniformis,LMG 7559,NIZO food research,1648923,ncbi
GCF_024649555.1,PRJNA865484,ASM2464955v1,Scaffold,na,SAMN30113922,2022-08-13,GCA_024649555.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_024649555.1,,yes,major,paralicheniformis,SYB1,Chinese Academy of Agricultural Sciences,1648923,ncbi
GCF_015550535.1,PRJNA637878,ASM1555053v1,Scaffold,na,SAMN15532482,2020-11-17,GCA_015550535.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_015550535.1,,yes,major,paralicheniformis,J1101004_170508_A1,Icahn School of Medicine at Mount Sinai,1648923,ncbi
GCF_009295625.1,PRJNA576966,ASM929562v1,Scaffold,na,SAMN13015320,2019-10-23,GCA_009295625.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_009295625.1,,yes,major,paralicheniformis,krg1 shilja,CSIR CFTRI,1648923,ncbi
GCF_007832015.1,PRJNA341680,ASM783201v1,Scaffold,na,SAMN05583312,2019-08-02,GCA_007832015.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007832015.1,,yes,major,paralicheniformis,NCTC 8721,NIZO food research,1648923,ncbi
GCF_007832075.1,PRJNA341680,ASM783207v1,Scaffold,na,SAMN05583309,2019-08-02,GCA_007832075.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007832075.1,,yes,major,paralicheniformis,NCTC 2120,NIZO food research,1648923,ncbi
GCF_007830895.1,PRJNA341680,ASM783089v1,Scaffold,na,SAMN05583318,2019-08-02,GCA_007830895.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007830895.1,,yes,major,paralicheniformis,G1,NIZO food research,1648923,ncbi
GCF_007832455.1,PRJNA341680,ASM783245v1,Scaffold,na,SAMN05583233,2019-08-02,GCA_007832455.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007832455.1,,yes,major,paralicheniformis,LMG 12248,NIZO food research,1648923,ncbi
GCF_007994265.1,PRJNA341680,ASM799426v1,Scaffold,na,SAMN05583289,2019-08-02,GCA_007994265.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007994265.1,,yes,major,paralicheniformis,DSM 11259,NIZO food research,1648923,ncbi
GCF_001691735.1,PRJNA319458,ASM169173v1,Contig,na,SAMN04892747,2016-07-21,GCA_001691735.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_001691735.1,,yes,major,paralicheniformis,APC1576,APC Microbiome Institute,1648923,ncbi
GCF_007831185.1,PRJNA341680,ASM783118v1,Scaffold,na,SAMN05583297,2019-08-02,GCA_007831185.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831185.1,,yes,major,paralicheniformis,NVH 1112,NIZO food research,1648923,ncbi
GCF_002271505.1,PRJNA395369,assembly-7704_v1,Contig,na,SAMN07372716,2017-08-28,GCA_002271505.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_002271505.1,,yes,major,paralicheniformis,7704,Bielefeld University,1648923,ncbi
GCF_007830945.1,PRJNA341680,ASM783094v1,Scaffold,na,SAMN05583216,2019-08-02,GCA_007830945.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007830945.1,,yes,major,paralicheniformis,LMG 6934,NIZO food research,1648923,ncbi
GCF_007831175.1,PRJNA341680,ASM783117v1,Scaffold,na,SAMN05583298,2019-08-02,GCA_007831175.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831175.1,,yes,major,paralicheniformis,NVH 800,NIZO food research,1648923,ncbi
GCF_007994475.1,PRJNA341680,ASM799447v1,Scaffold,na,SAMN05583311,2019-08-02,GCA_007994475.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007994475.1,,yes,major,paralicheniformis,NCTC 7589,NIZO food research,1648923,ncbi
GCF_007830855.1,PRJNA341680,ASM783085v1,Scaffold,na,SAMN05583220,2019-08-02,GCA_007830855.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007830855.1,,yes,major,paralicheniformis,LMG 7561,NIZO food research,1648923,ncbi
GCF_007831595.1,PRJNA341680,ASM783159v1,Scaffold,na,SAMN05583274,2019-08-02,GCA_007831595.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831595.1,,yes,major,paralicheniformis,BAC-15332,NIZO food research,1648923,ncbi
GCF_007830755.1,PRJNA341680,ASM783075v1,Scaffold,na,SAMN05583224,2019-08-02,GCA_007830755.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007830755.1,,yes,major,paralicheniformis,LMG 17662,NIZO food research,1648923,ncbi
GCF_007831895.1,PRJNA341680,ASM783189v1,Contig,na,SAMN05583257,2019-08-02,GCA_007831895.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831895.1,,yes,major,paralicheniformis,BAC-14820,NIZO food research,1648923,ncbi
GCF_007831535.1,PRJNA341680,ASM783153v1,Scaffold,na,SAMN05583277,2019-08-02,GCA_007831535.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831535.1,,yes,major,paralicheniformis,BAC-15381,NIZO food research,1648923,ncbi
GCF_007831845.1,PRJNA341680,ASM783184v1,Scaffold,na,SAMN05583262,2019-08-02,GCA_007831845.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831845.1,,yes,major,paralicheniformis,BAC-15136,NIZO food research,1648923,ncbi
GCF_007831555.1,PRJNA341680,ASM783155v1,Scaffold,na,SAMN05583276,2019-08-02,GCA_007831555.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831555.1,,yes,major,paralicheniformis,BAC-15337,NIZO food research,1648923,ncbi
GCF_007832115.1,PRJNA341680,ASM783211v1,Scaffold,na,SAMN05583251,2019-08-02,GCA_007832115.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007832115.1,,yes,major,paralicheniformis,BAC-14814,NIZO food research,1648923,ncbi
GCF_007831375.1,PRJNA341680,ASM783137v1,Scaffold,na,SAMN05583283,2019-08-02,GCA_007831375.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007831375.1,,yes,major,paralicheniformis,BAC-19467,NIZO food research,1648923,ncbi
GCF_007994205.1,PRJNA341680,ASM799420v1,Scaffold,na,SAMN05583219,2019-08-02,GCA_007994205.1,full,Bacillus,Bacillus paralicheniformis (firmicutes),GCF_007994205.1,,yes,major,paralicheniformis,LMG 7560,NIZO food research,1648923,ncbi
GCF_000408885.1,PRJNA49115,ASM40888v1,Complete Genome,na,SAMN02603262,2013-06-05,GCA_000408885.1,full,Bacillus,Bacillus paralicheniformis ATCC 9945a (firmicutes),GCF_000408885.1,,yes,major,paralicheniformis,ATCC 9945a,Georg-August-University Goettingen,766760,ncbi
GCF_000604165.1,PRJNA224947,Bacillus licheniformis strain G-1,Scaffold,na,SAMN02385726,2014-03-28,GCA_000604165.1,full,Bacillus,Bacillus paralicheniformis G-1 (firmicutes),GCF_000604165.1,,yes,major,paralicheniformis,G-1,"School of Agriculture and Food sciences, The University of Queensland",1413213,ncbi
